car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties
Truck,2019,2020-09-01,2020-09-30,6,09,,1.0,954
Truck,2019,2020-09-01,2020-09-30,7,09,,1.0,954
Truck,2019,2020-09-01,2020-09-30,8,09,,1.0,954
Truck,2019,2020-09-01,2020-09-30,9,09,,1.0,954
Truck,2019,2020-09-01,2020-09-30,11,09,,3.0,954
Truck,2019,2020-09-01,2020-09-30,14,09,1.0,1.0,954
Truck,2019,2020-09-01,2020-09-30,15,09,2.0,,954
Truck,2019,2020-09-01,2020-09-30,16,09,4.0,,954
Truck,2019,2020-09-01,2020-09-30,17,09,5.0,1.0,954
Truck,2019,2020-09-01,2020-09-30,18,09,2.0,2.0,954
Truck,2019,2020-09-01,2020-09-30,19,09,1.0,,954
Truck,2019,2020-09-01,2020-09-30,20,09,4.0,,954
Truck,2019,2020-09-01,2020-09-30,21,09,2.0,,954
Truck,2019,2020-09-01,2020-09-30,22,09,2.0,,954
Truck,2019,2020-10-01,2020-10-31,4,10,,1.0,931
Truck,2019,2020-10-01,2020-10-31,5,10,,1.0,931
Truck,2019,2020-10-01,2020-10-31,7,10,,1.0,931
Truck,2019,2020-10-01,2020-10-31,8,10,,1.0,931
Truck,2019,2020-10-01,2020-10-31,10,10,,3.0,931
Truck,2019,2020-10-01,2020-10-31,11,10,,2.0,931
Truck,2019,2020-10-01,2020-10-31,12,10,,2.0,931
Truck,2019,2020-10-01,2020-10-31,13,10,,1.0,931
Truck,2019,2020-10-01,2020-10-31,15,10,1.0,2.0,931
Truck,2019,2020-10-01,2020-10-31,16,10,5.0,2.0,931
Truck,2019,2020-10-01,2020-10-31,17,10,4.0,2.0,931
Truck,2019,2020-10-01,2020-10-31,18,10,2.0,,931
Truck,2019,2020-10-01,2020-10-31,19,10,4.0,,931
Truck,2019,2020-10-01,2020-10-31,20,10,1.0,,931
Truck,2019,2020-10-01,2020-10-31,21,10,1.0,,931
Truck,2019,2020-10-01,2020-10-31,22,10,3.0,,931
Truck,2019,2020-10-01,2020-10-31,23,10,1.0,,931
Truck,2019,2020-11-01,2020-11-30,6,11,,1.0,908
Truck,2019,2020-11-01,2020-11-30,7,11,,1.0,908
Truck,2019,2020-11-01,2020-11-30,13,11,,2.0,908
Truck,2019,2020-11-01,2020-11-30,14,11,1.0,3.0,908
Truck,2019,2020-11-01,2020-11-30,15,11,3.0,,908
Truck,2019,2020-11-01,2020-11-30,16,11,4.0,3.0,908
Truck,2019,2020-11-01,2020-11-30,17,11,6.0,,908
Truck,2019,2020-11-01,2020-11-30,18,11,4.0,,908
Truck,2019,2020-11-01,2020-11-30,19,11,5.0,1.0,908
Truck,2019,2020-11-01,2020-11-30,20,11,3.0,,908
Truck,2019,2020-11-01,2020-11-30,21,11,4.0,,908
Truck,2019,2020-11-01,2020-11-30,22,11,1.0,,908
Truck,2019,2020-11-01,2020-11-30,23,11,2.0,,908
Truck,2019,2020-11-01,2020-11-30,24,11,3.0,2.0,908
Truck,2019,2020-11-01,2020-11-30,25,11,1.0,,908
Truck,2019,2020-12-01,2020-12-31,11,12,,1.0,872
Truck,2019,2020-12-01,2020-12-31,12,12,,1.0,872
Truck,2019,2020-12-01,2020-12-31,14,12,1.0,,872
Truck,2019,2020-12-01,2020-12-31,15,12,4.0,,872
Truck,2019,2020-12-01,2020-12-31,16,12,6.0,,872
Truck,2019,2020-12-01,2020-12-31,17,12,3.0,1.0,872
Truck,2019,2020-12-01,2020-12-31,18,12,7.0,2.0,872
Truck,2019,2020-12-01,2020-12-31,19,12,2.0,,872
Truck,2019,2020-12-01,2020-12-31,20,12,14.0,,872
Truck,2019,2020-12-01,2020-12-31,21,12,6.0,,872
Truck,2019,2020-12-01,2020-12-31,23,12,1.0,,872
Truck,2019,2020-12-01,2020-12-31,24,12,1.0,,872
Truck,2019,2021-01-01,2021-01-31,11,01,,1.0,827
Truck,2019,2021-01-01,2021-01-31,13,01,,2.0,827
Truck,2019,2021-01-01,2021-01-31,14,01,,1.0,827
Truck,2019,2021-01-01,2021-01-31,15,01,2.0,3.0,827
Truck,2019,2021-01-01,2021-01-31,16,01,2.0,,827
Truck,2019,2021-01-01,2021-01-31,17,01,1.0,1.0,827
Truck,2019,2021-01-01,2021-01-31,18,01,8.0,1.0,827
Truck,2019,2021-01-01,2021-01-31,19,01,6.0,,827
Truck,2019,2021-01-01,2021-01-31,20,01,10.0,1.0,827
Truck,2019,2021-01-01,2021-01-31,21,01,5.0,1.0,827
Truck,2019,2021-01-01,2021-01-31,22,01,4.0,,827
Truck,2019,2021-01-01,2021-01-31,23,01,1.0,,827
Truck,2019,2021-01-01,2021-01-31,24,01,4.0,,827
Truck,2019,2021-01-01,2021-01-31,26,01,1.0,,827
Truck,2019,2021-02-01,2021-02-28,13,02,,1.0,780
Truck,2019,2021-02-01,2021-02-28,14,02,,1.0,780
Truck,2019,2021-02-01,2021-02-28,15,02,1.0,3.0,780
Truck,2019,2021-02-01,2021-02-28,16,02,6.0,2.0,780
Truck,2019,2021-02-01,2021-02-28,17,02,2.0,2.0,780
Truck,2019,2021-02-01,2021-02-28,18,02,15.0,,780
Truck,2019,2021-02-01,2021-02-28,19,02,6.0,1.0,780
Truck,2019,2021-02-01,2021-02-28,20,02,9.0,,780
Truck,2019,2021-02-01,2021-02-28,21,02,2.0,,780
Truck,2019,2021-02-01,2021-02-28,22,02,3.0,,780
Truck,2019,2021-02-01,2021-02-28,23,02,3.0,,780
Truck,2019,2021-02-01,2021-02-28,24,02,1.0,,780
Truck,2019,2021-02-01,2021-02-28,25,02,4.0,,780
Truck,2019,2021-03-01,2021-03-31,10,03,,1.0,731
Truck,2019,2021-03-01,2021-03-31,13,03,,1.0,731
Truck,2019,2021-03-01,2021-03-31,14,03,1.0,,731
Truck,2019,2021-03-01,2021-03-31,15,03,2.0,1.0,731
Truck,2019,2021-03-01,2021-03-31,16,03,1.0,1.0,731
Truck,2019,2021-03-01,2021-03-31,17,03,6.0,1.0,731
Truck,2019,2021-03-01,2021-03-31,18,03,6.0,,731
Truck,2019,2021-03-01,2021-03-31,19,03,6.0,,731
Truck,2019,2021-03-01,2021-03-31,20,03,8.0,,731
Truck,2019,2021-03-01,2021-03-31,21,03,6.0,,731
Truck,2019,2021-03-01,2021-03-31,22,03,6.0,,731
Truck,2019,2021-03-01,2021-03-31,23,03,7.0,,731
Truck,2019,2021-03-01,2021-03-31,24,03,5.0,,731
Truck,2019,2021-03-01,2021-03-31,26,03,1.0,,731
Truck,2019,2021-03-01,2021-03-31,27,03,2.0,,731
Truck,2019,2021-03-01,2021-03-31,28,03,3.0,,731
Truck,2019,2021-04-01,2021-04-30,15,04,2.0,,670
Truck,2019,2021-04-01,2021-04-30,17,04,4.0,1.0,670
Truck,2019,2021-04-01,2021-04-30,18,04,7.0,1.0,670
Truck,2019,2021-04-01,2021-04-30,19,04,6.0,2.0,670
Truck,2019,2021-04-01,2021-04-30,20,04,11.0,,670
Truck,2019,2021-04-01,2021-04-30,21,04,11.0,,670
Truck,2019,2021-04-01,2021-04-30,22,04,6.0,1.0,670
Truck,2019,2021-04-01,2021-04-30,23,04,4.0,,670
Truck,2019,2021-04-01,2021-04-30,24,04,4.0,1.0,670
Truck,2019,2021-04-01,2021-04-30,25,04,3.0,,670
Truck,2019,2021-04-01,2021-04-30,26,04,2.0,,670
Truck,2019,2021-04-01,2021-04-30,27,04,2.0,,670
Truck,2019,2021-05-01,2021-05-31,13,05,,1.0,609
Truck,2019,2021-05-01,2021-05-31,15,05,1.0,,609
Truck,2019,2021-05-01,2021-05-31,16,05,3.0,,609
Truck,2019,2021-05-01,2021-05-31,17,05,4.0,,609
Truck,2019,2021-05-01,2021-05-31,18,05,3.0,,609
Truck,2019,2021-05-01,2021-05-31,19,05,2.0,1.0,609
Truck,2019,2021-05-01,2021-05-31,20,05,6.0,1.0,609
Truck,2019,2021-05-01,2021-05-31,21,05,8.0,3.0,609
Truck,2019,2021-05-01,2021-05-31,22,05,6.0,1.0,609
Truck,2019,2021-05-01,2021-05-31,23,05,4.0,,609
Truck,2019,2021-05-01,2021-05-31,24,05,3.0,1.0,609
Truck,2019,2021-05-01,2021-05-31,25,05,1.0,,609
Truck,2019,2021-05-01,2021-05-31,26,05,1.0,,609
Truck,2019,2021-05-01,2021-05-31,27,05,1.0,,609
Truck,2019,2021-05-01,2021-05-31,28,05,2.0,,609
Truck,2019,2021-06-01,2021-06-30,15,06,1.0,,563
Truck,2019,2021-06-01,2021-06-30,16,06,2.0,,563
Truck,2019,2021-06-01,2021-06-30,17,06,5.0,,563
Truck,2019,2021-06-01,2021-06-30,18,06,5.0,,563
Truck,2019,2021-06-01,2021-06-30,19,06,8.0,1.0,563
Truck,2019,2021-06-01,2021-06-30,20,06,17.0,,563
Truck,2019,2021-06-01,2021-06-30,21,06,8.0,1.0,563
Truck,2019,2021-06-01,2021-06-30,22,06,9.0,,563
Truck,2019,2021-06-01,2021-06-30,23,06,8.0,,563
Truck,2019,2021-06-01,2021-06-30,24,06,4.0,,563
Truck,2019,2021-06-01,2021-06-30,25,06,3.0,,563
Truck,2019,2021-06-01,2021-06-30,26,06,1.0,,563
Truck,2019,2021-06-01,2021-06-30,28,06,1.0,,563
Truck,2019,2021-06-01,2021-06-30,29,06,1.0,,563
Truck,2019,2021-07-01,2021-07-31,15,07,,1.0,490
Truck,2019,2021-07-01,2021-07-31,16,07,2.0,,490
Truck,2019,2021-07-01,2021-07-31,18,07,5.0,4.0,490
Truck,2019,2021-07-01,2021-07-31,19,07,7.0,,490
Truck,2019,2021-07-01,2021-07-31,20,07,5.0,,490
Truck,2019,2021-07-01,2021-07-31,21,07,6.0,,490
Truck,2019,2021-07-01,2021-07-31,22,07,5.0,,490
Truck,2019,2021-07-01,2021-07-31,23,07,6.0,,490
Truck,2019,2021-07-01,2021-07-31,24,07,7.0,1.0,490
Truck,2019,2021-07-01,2021-07-31,25,07,5.0,,490
Truck,2019,2021-07-01,2021-07-31,26,07,6.0,,490
Truck,2019,2021-07-01,2021-07-31,27,07,3.0,,490
Truck,2019,2021-07-01,2021-07-31,28,07,2.0,1.0,490
Truck,2019,2021-07-01,2021-07-31,31,07,2.0,,490
Truck,2019,2021-07-01,2021-07-31,33,07,1.0,,490
Truck,2019,2021-08-01,2021-08-31,15,08,1.0,,428
Truck,2019,2021-08-01,2021-08-31,17,08,2.0,,428
Truck,2019,2021-08-01,2021-08-31,18,08,4.0,1.0,428
Truck,2019,2021-08-01,2021-08-31,19,08,8.0,2.0,428
Truck,2019,2021-08-01,2021-08-31,20,08,4.0,,428
Truck,2019,2021-08-01,2021-08-31,21,08,6.0,,428
Truck,2019,2021-08-01,2021-08-31,22,08,8.0,,428
Truck,2019,2021-08-01,2021-08-31,23,08,4.0,,428
Truck,2019,2021-08-01,2021-08-31,24,08,2.0,,428
Truck,2019,2021-08-01,2021-08-31,25,08,9.0,,428
Truck,2019,2021-08-01,2021-08-31,26,08,3.0,,428
Truck,2019,2021-08-01,2021-08-31,27,08,1.0,,428
Truck,2019,2021-08-01,2021-08-31,28,08,2.0,,428
Truck,2019,2021-08-01,2021-08-31,31,08,1.0,,428
Truck,2019,2021-09-01,2021-09-30,14,09,1.0,,375
Truck,2019,2021-09-01,2021-09-30,17,09,3.0,,375
Truck,2019,2021-09-01,2021-09-30,19,09,1.0,,375
Truck,2019,2021-09-01,2021-09-30,20,09,2.0,1.0,375
Truck,2019,2021-09-01,2021-09-30,21,09,3.0,,375
Truck,2019,2021-09-01,2021-09-30,22,09,7.0,,375
Truck,2019,2021-09-01,2021-09-30,23,09,4.0,,375
Truck,2019,2021-09-01,2021-09-30,24,09,5.0,,375
Truck,2019,2021-09-01,2021-09-30,25,09,3.0,1.0,375
Truck,2019,2021-09-01,2021-09-30,26,09,4.0,,375
Truck,2019,2021-09-01,2021-09-30,27,09,1.0,,375
Truck,2019,2021-09-01,2021-09-30,28,09,2.0,,375
Truck,2019,2021-09-01,2021-09-30,30,09,2.0,,375
Truck,2019,2021-10-01,2021-10-31,16,10,1.0,,334
Truck,2019,2021-10-01,2021-10-31,17,10,2.0,,334
Truck,2019,2021-10-01,2021-10-31,18,10,2.0,,334
Truck,2019,2021-10-01,2021-10-31,19,10,2.0,1.0,334
Truck,2019,2021-10-01,2021-10-31,20,10,4.0,1.0,334
Truck,2019,2021-10-01,2021-10-31,21,10,8.0,2.0,334
Truck,2019,2021-10-01,2021-10-31,22,10,4.0,,334
Truck,2019,2021-10-01,2021-10-31,23,10,10.0,,334
Truck,2019,2021-10-01,2021-10-31,24,10,3.0,,334
Truck,2019,2021-10-01,2021-10-31,25,10,6.0,,334
Truck,2019,2021-10-01,2021-10-31,26,10,2.0,,334
Truck,2019,2021-10-01,2021-10-31,27,10,7.0,1.0,334
Truck,2019,2021-10-01,2021-10-31,28,10,3.0,,334
Truck,2019,2021-10-01,2021-10-31,29,10,4.0,,334
Truck,2019,2021-10-01,2021-10-31,30,10,1.0,,334
Truck,2019,2021-10-01,2021-10-31,31,10,2.0,,334
Truck,2019,2021-10-01,2021-10-31,32,10,2.0,,334
Truck,2019,2021-10-01,2021-10-31,33,10,,1.0,334
Truck,2019,2021-10-01,2021-10-31,34,10,1.0,,334
Truck,2019,2021-11-01,2021-11-30,18,11,1.0,,273
Truck,2019,2021-11-01,2021-11-30,19,11,2.0,1.0,273
Truck,2019,2021-11-01,2021-11-30,20,11,3.0,,273
Truck,2019,2021-11-01,2021-11-30,21,11,5.0,,273
Truck,2019,2021-11-01,2021-11-30,22,11,7.0,2.0,273
Truck,2019,2021-11-01,2021-11-30,23,11,4.0,,273
Truck,2019,2021-11-01,2021-11-30,24,11,6.0,,273
Truck,2019,2021-11-01,2021-11-30,25,11,6.0,,273
Truck,2019,2021-11-01,2021-11-30,26,11,3.0,,273
Truck,2019,2021-11-01,2021-11-30,27,11,8.0,,273
Truck,2019,2021-11-01,2021-11-30,28,11,1.0,,273
Truck,2019,2021-11-01,2021-11-30,30,11,1.0,,273
Truck,2019,2021-12-01,2021-12-31,17,12,1.0,,225
Truck,2019,2021-12-01,2021-12-31,18,12,1.0,,225
Truck,2019,2021-12-01,2021-12-31,19,12,1.0,,225
Truck,2019,2021-12-01,2021-12-31,20,12,4.0,2.0,225
Truck,2019,2021-12-01,2021-12-31,21,12,3.0,,225
Truck,2019,2021-12-01,2021-12-31,22,12,3.0,,225
Truck,2019,2021-12-01,2021-12-31,23,12,2.0,2.0,225
Truck,2019,2021-12-01,2021-12-31,24,12,5.0,,225
Truck,2019,2021-12-01,2021-12-31,25,12,2.0,,225
Truck,2019,2021-12-01,2021-12-31,26,12,3.0,,225
Truck,2019,2021-12-01,2021-12-31,27,12,4.0,,225
Truck,2019,2021-12-01,2021-12-31,28,12,2.0,,225
Truck,2019,2021-12-01,2021-12-31,29,12,1.0,,225
Truck,2019,2021-12-01,2021-12-31,32,12,1.0,,225
Truck,2019,2021-12-01,2021-12-31,34,12,1.0,,225
Truck,2019,2021-12-01,2021-12-31,36,12,2.0,,225
Truck,2019,2022-01-01,2022-01-31,18,01,1.0,,189
Truck,2019,2022-01-01,2022-01-31,19,01,1.0,,189
Truck,2019,2022-01-01,2022-01-31,21,01,4.0,,189
Truck,2019,2022-01-01,2022-01-31,23,01,4.0,,189
Truck,2019,2022-01-01,2022-01-31,24,01,7.0,1.0,189
Truck,2019,2022-01-01,2022-01-31,25,01,5.0,,189
Truck,2019,2022-01-01,2022-01-31,26,01,1.0,,189
Truck,2019,2022-01-01,2022-01-31,27,01,4.0,,189
Truck,2019,2022-01-01,2022-01-31,28,01,3.0,,189
Truck,2019,2022-01-01,2022-01-31,29,01,3.0,,189
Truck,2019,2022-01-01,2022-01-31,30,01,1.0,,189
Truck,2019,2022-01-01,2022-01-31,31,01,2.0,,189
Truck,2019,2022-01-01,2022-01-31,33,01,3.0,,189
Truck,2019,2022-01-01,2022-01-31,36,01,1.0,,189
Truck,2019,2022-02-01,2022-02-28,19,02,1.0,,149
Truck,2019,2022-02-01,2022-02-28,20,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,21,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,22,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,24,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,25,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,26,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,27,02,2.0,1.0,149
Truck,2019,2022-02-01,2022-02-28,28,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,29,02,2.0,,149
Truck,2019,2022-02-01,2022-02-28,30,02,1.0,,149
Truck,2019,2022-02-01,2022-02-28,31,02,3.0,,149
Truck,2019,2022-02-01,2022-02-28,32,02,1.0,,149
Truck,2019,2022-03-01,2022-03-31,22,03,3.0,1.0,126
Truck,2019,2022-03-01,2022-03-31,23,03,1.0,,126
Truck,2019,2022-03-01,2022-03-31,24,03,4.0,,126
Truck,2019,2022-03-01,2022-03-31,25,03,3.0,1.0,126
Truck,2019,2022-03-01,2022-03-31,26,03,4.0,,126
Truck,2019,2022-03-01,2022-03-31,27,03,2.0,,126
Truck,2019,2022-03-01,2022-03-31,29,03,1.0,,126
Truck,2019,2022-03-01,2022-03-31,30,03,2.0,,126
Truck,2019,2022-03-01,2022-03-31,31,03,1.0,,126
Truck,2019,2022-03-01,2022-03-31,32,03,1.0,,126
Truck,2019,2022-03-01,2022-03-31,36,03,2.0,,126
Truck,2019,2022-04-01,2022-04-30,23,04,3.0,,101
Truck,2019,2022-04-01,2022-04-30,24,04,1.0,,101
Truck,2019,2022-04-01,2022-04-30,25,04,3.0,,101
Truck,2019,2022-04-01,2022-04-30,26,04,1.0,,101
Truck,2019,2022-04-01,2022-04-30,27,04,1.0,,101
Truck,2019,2022-04-01,2022-04-30,28,04,3.0,,101
Truck,2019,2022-04-01,2022-04-30,29,04,4.0,,101
Truck,2019,2022-04-01,2022-04-30,30,04,2.0,,101
Truck,2019,2022-04-01,2022-04-30,32,04,1.0,,101
Truck,2019,2022-04-01,2022-04-30,33,04,1.0,,101
Truck,2019,2022-04-01,2022-04-30,36,04,1.0,,101
Truck,2019,2022-05-01,2022-05-31,23,05,1.0,,81
Truck,2019,2022-05-01,2022-05-31,25,05,1.0,,81
Truck,2019,2022-05-01,2022-05-31,26,05,2.0,,81
Truck,2019,2022-05-01,2022-05-31,27,05,2.0,,81
Truck,2019,2022-05-01,2022-05-31,28,05,1.0,,81
Truck,2019,2022-05-01,2022-05-31,29,05,1.0,,81
Truck,2019,2022-05-01,2022-05-31,30,05,1.0,,81
Truck,2019,2022-05-01,2022-05-31,32,05,1.0,,81
Truck,2019,2022-05-01,2022-05-31,33,05,2.0,,81
Truck,2019,2022-05-01,2022-05-31,34,05,2.0,,81
Truck,2019,2022-05-01,2022-05-31,35,05,1.0,,81
Truck,2019,2022-05-01,2022-05-31,36,05,1.0,,81
Truck,2019,2022-06-01,2022-06-30,25,06,1.0,,64
Truck,2019,2022-06-01,2022-06-30,26,06,1.0,,64
Truck,2019,2022-06-01,2022-06-30,27,06,1.0,,64
Truck,2019,2022-06-01,2022-06-30,29,06,2.0,,64
Truck,2019,2022-06-01,2022-06-30,30,06,1.0,,64
Truck,2019,2022-06-01,2022-06-30,31,06,2.0,,64
Truck,2019,2022-06-01,2022-06-30,33,06,1.0,,64
Truck,2019,2022-06-01,2022-06-30,34,06,2.0,,64
Truck,2019,2022-06-01,2022-06-30,36,06,2.0,,64
Truck,2019,2022-07-01,2022-07-31,24,07,1.0,,51
Truck,2019,2022-07-01,2022-07-31,25,07,1.0,,51
Truck,2019,2022-07-01,2022-07-31,26,07,1.0,,51
Truck,2019,2022-07-01,2022-07-31,28,07,2.0,,51
Truck,2019,2022-07-01,2022-07-31,29,07,1.0,,51
Truck,2019,2022-07-01,2022-07-31,30,07,4.0,,51
Truck,2019,2022-07-01,2022-07-31,32,07,1.0,,51
Truck,2019,2022-07-01,2022-07-31,33,07,4.0,,51
Truck,2019,2022-07-01,2022-07-31,34,07,1.0,,51
Truck,2019,2022-07-01,2022-07-31,36,07,2.0,,51
Truck,2019,2022-08-01,2022-08-31,28,08,2.0,,34
Truck,2019,2022-08-01,2022-08-31,32,08,1.0,,34
Truck,2019,2022-08-01,2022-08-31,33,08,1.0,,34
Truck,2019,2022-08-01,2022-08-31,35,08,1.0,,34
Truck,2019,2022-08-01,2022-08-31,36,08,2.0,,34
Truck,2019,2022-09-01,2022-09-30,30,09,1.0,,27
Truck,2019,2022-09-01,2022-09-30,31,09,3.0,,27
Truck,2019,2022-09-01,2022-09-30,33,09,1.0,,27
Truck,2019,2022-09-01,2022-09-30,36,09,3.0,,27
Truck,2019,2022-10-01,2022-10-31,30,10,1.0,,19
Truck,2019,2022-10-01,2022-10-31,31,10,1.0,,19
Truck,2019,2022-10-01,2022-10-31,33,10,1.0,,19
Truck,2019,2022-10-01,2022-10-31,35,10,1.0,,19
Truck,2019,2022-10-01,2022-10-31,36,10,1.0,,19
Truck,2019,2022-11-01,2022-11-30,30,11,1.0,,14
Truck,2019,2022-11-01,2022-11-30,32,11,1.0,,14
Truck,2019,2022-11-01,2022-11-30,33,11,1.0,,14
Truck,2019,2022-11-01,2022-11-30,36,11,3.0,,14
Truck,2019,2022-12-01,2022-12-31,34,12,1.0,,8
Truck,2019,2022-12-01,2022-12-31,35,12,1.0,,8
Truck,2019,2023-01-01,2023-01-31,36,01,2.0,,6
Truck,2019,2023-02-01,2023-02-28,36,02,1.0,,4
Truck,2019,2023-04-01,2023-04-30,36,04,2.0,,3
Truck,2019,2023-05-01,2023-05-31,36,05,1.0,,1
Truck,2020,2019-12-01,2019-12-31,1,12,,2.0,31
Truck,2020,2020-01-01,2020-01-31,0,01,,3.0,56
Truck,2020,2020-01-01,2020-01-31,1,01,,3.0,56
Truck,2020,2020-01-01,2020-01-31,2,01,,1.0,56
Truck,2020,2020-02-01,2020-02-29,0,02,,3.0,82
Truck,2020,2020-02-01,2020-02-29,1,02,,5.0,82
Truck,2020,2020-02-01,2020-02-29,2,02,,2.0,82
Truck,2020,2020-02-01,2020-02-29,4,02,,3.0,82
Truck,2020,2020-03-01,2020-03-31,0,03,,4.0,116
Truck,2020,2020-03-01,2020-03-31,1,03,,2.0,116
Truck,2020,2020-03-01,2020-03-31,2,03,,2.0,116
Truck,2020,2020-03-01,2020-03-31,3,03,,2.0,116
Truck,2020,2020-03-01,2020-03-31,4,03,,2.0,116
Truck,2020,2020-03-01,2020-03-31,5,03,,1.0,116
Truck,2020,2020-04-01,2020-04-30,0,04,,3.0,169
Truck,2020,2020-04-01,2020-04-30,1,04,,2.0,169
Truck,2020,2020-04-01,2020-04-30,2,04,,4.0,169
Truck,2020,2020-04-01,2020-04-30,3,04,,3.0,169
Truck,2020,2020-04-01,2020-04-30,4,04,,1.0,169
Truck,2020,2020-04-01,2020-04-30,5,04,,1.0,169
Truck,2020,2020-04-01,2020-04-30,6,04,,3.0,169
Truck,2020,2020-05-01,2020-05-31,0,05,,2.0,229
Truck,2020,2020-05-01,2020-05-31,1,05,,15.0,229
Truck,2020,2020-05-01,2020-05-31,2,05,,7.0,229
Truck,2020,2020-05-01,2020-05-31,3,05,,4.0,229
Truck,2020,2020-05-01,2020-05-31,4,05,,4.0,229
Truck,2020,2020-05-01,2020-05-31,5,05,,2.0,229
Truck,2020,2020-05-01,2020-05-31,6,05,,1.0,229
Truck,2020,2020-05-01,2020-05-31,7,05,,1.0,229
Truck,2020,2020-06-01,2020-06-30,0,06,,5.0,299
Truck,2020,2020-06-01,2020-06-30,1,06,,7.0,299
Truck,2020,2020-06-01,2020-06-30,2,06,,8.0,299
Truck,2020,2020-06-01,2020-06-30,3,06,,6.0,299
Truck,2020,2020-06-01,2020-06-30,4,06,,5.0,299
Truck,2020,2020-06-01,2020-06-30,5,06,,2.0,299
Truck,2020,2020-06-01,2020-06-30,6,06,,4.0,299
Truck,2020,2020-06-01,2020-06-30,7,06,,1.0,299
Truck,2020,2020-06-01,2020-06-30,8,06,,2.0,299
Truck,2020,2020-07-01,2020-07-31,0,07,,6.0,387
Truck,2020,2020-07-01,2020-07-31,1,07,,11.0,387
Truck,2020,2020-07-01,2020-07-31,2,07,,9.0,387
Truck,2020,2020-07-01,2020-07-31,3,07,,12.0,387
Truck,2020,2020-07-01,2020-07-31,4,07,,5.0,387
Truck,2020,2020-07-01,2020-07-31,5,07,,7.0,387
Truck,2020,2020-07-01,2020-07-31,6,07,,6.0,387
Truck,2020,2020-07-01,2020-07-31,7,07,,2.0,387
Truck,2020,2020-07-01,2020-07-31,9,07,,2.0,387
Truck,2020,2020-08-01,2020-08-31,0,08,,3.0,477
Truck,2020,2020-08-01,2020-08-31,1,08,,19.0,477
Truck,2020,2020-08-01,2020-08-31,2,08,,10.0,477
Truck,2020,2020-08-01,2020-08-31,3,08,,13.0,477
Truck,2020,2020-08-01,2020-08-31,4,08,,7.0,477
Truck,2020,2020-08-01,2020-08-31,5,08,,4.0,477
Truck,2020,2020-08-01,2020-08-31,6,08,,4.0,477
Truck,2020,2020-08-01,2020-08-31,7,08,,3.0,477
Truck,2020,2020-08-01,2020-08-31,8,08,,1.0,477
Truck,2020,2020-08-01,2020-08-31,9,08,,1.0,477
Truck,2020,2020-08-01,2020-08-31,10,08,,2.0,477
Truck,2020,2020-09-01,2020-09-30,0,09,,2.0,556
Truck,2020,2020-09-01,2020-09-30,1,09,,14.0,556
Truck,2020,2020-09-01,2020-09-30,2,09,,9.0,556
Truck,2020,2020-09-01,2020-09-30,3,09,,11.0,556
Truck,2020,2020-09-01,2020-09-30,4,09,,9.0,556
Truck,2020,2020-09-01,2020-09-30,5,09,,8.0,556
Truck,2020,2020-09-01,2020-09-30,6,09,,2.0,556
Truck,2020,2020-09-01,2020-09-30,7,09,,2.0,556
Truck,2020,2020-09-01,2020-09-30,8,09,,2.0,556
Truck,2020,2020-09-01,2020-09-30,11,09,,1.0,556
Truck,2020,2020-10-01,2020-10-31,0,10,,12.0,655
Truck,2020,2020-10-01,2020-10-31,1,10,,10.0,655
Truck,2020,2020-10-01,2020-10-31,2,10,,2.0,655
Truck,2020,2020-10-01,2020-10-31,3,10,,16.0,655
Truck,2020,2020-10-01,2020-10-31,4,10,,6.0,655
Truck,2020,2020-10-01,2020-10-31,5,10,,10.0,655
Truck,2020,2020-10-01,2020-10-31,6,10,,4.0,655
Truck,2020,2020-10-01,2020-10-31,7,10,,5.0,655
Truck,2020,2020-10-01,2020-10-31,8,10,,3.0,655
Truck,2020,2020-10-01,2020-10-31,9,10,,2.0,655
Truck,2020,2020-10-01,2020-10-31,10,10,,4.0,655
Truck,2020,2020-10-01,2020-10-31,11,10,,2.0,655
Truck,2020,2020-10-01,2020-10-31,12,10,,1.0,655
Truck,2020,2020-11-01,2020-11-30,0,11,,3.0,724
Truck,2020,2020-11-01,2020-11-30,1,11,,19.0,724
Truck,2020,2020-11-01,2020-11-30,2,11,,9.0,724
Truck,2020,2020-11-01,2020-11-30,3,11,,13.0,724
Truck,2020,2020-11-01,2020-11-30,4,11,,16.0,724
Truck,2020,2020-11-01,2020-11-30,5,11,,13.0,724
Truck,2020,2020-11-01,2020-11-30,6,11,,4.0,724
Truck,2020,2020-11-01,2020-11-30,7,11,,8.0,724
Truck,2020,2020-11-01,2020-11-30,8,11,,5.0,724
Truck,2020,2020-11-01,2020-11-30,9,11,,6.0,724
Truck,2020,2020-11-01,2020-11-30,10,11,,1.0,724
Truck,2020,2020-11-01,2020-11-30,11,11,,4.0,724
Truck,2020,2020-11-01,2020-11-30,12,11,,2.0,724
Truck,2020,2020-11-01,2020-11-30,13,11,,2.0,724
Truck,2020,2020-12-01,2020-12-31,0,12,,7.0,803
