vin,manufacture_date,purchase_date,model_year,car_type,annual_mileage,n_fails,nvlw_timeout,days_to_mileout,nvlw_mileout,nvlw_end_date
21601,2020-09-02,2021-05-14,2021,Minivan,9395.11702380441,0.0,2024-05-14,1398.5988643576422,2025-03-13,2024-05-14
21602,2021-04-22,2022-02-01,2021,Minivan,16595.406700001146,1.0,2025-02-01,791.7853558839923,2024-04-03,2024-04-03
21603,2020-11-10,2021-03-22,2021,Minivan,13820.703257629764,1.0,2024-03-22,950.7475672589975,2023-10-29,2023-10-29
21604,2020-12-19,2021-04-24,2021,Minivan,15613.030301116605,0.0,2024-04-24,841.6047203251926,2023-08-14,2023-08-14
21605,2020-10-24,2021-02-08,2021,Minivan,16458.20813419071,0.0,2024-02-08,798.3858201855294,2023-04-17,2023-04-17
21606,2020-10-11,2020-12-17,2021,Minivan,14479.587890551626,0.0,2023-12-17,907.4843910836893,2023-06-12,2023-06-12
21607,2021-02-01,2021-04-04,2021,Minivan,11706.75927420556,0.0,2024-04-04,1122.4284784733222,2024-04-30,2024-04-04
21608,2021-01-01,2021-03-27,2021,Minivan,13689.126958652074,1.0,2024-03-27,959.8859035853266,2023-11-12,2023-11-12
21609,2021-03-02,2021-10-23,2021,Minivan,12291.792466681927,1.0,2024-10-23,1069.0060083276887,2024-09-26,2024-09-26
21610,2020-11-17,2021-10-26,2021,Minivan,12106.151734276345,2.0,2024-10-26,1085.3985881241274,2024-10-15,2024-10-15
21611,2020-11-17,2021-07-10,2021,Minivan,7104.945204878009,0.0,2024-07-10,1849.4160927488267,2026-08-02,2024-07-10
21612,2021-01-06,2021-08-17,2021,Minivan,10423.020217875968,0.0,2024-08-17,1260.6710651356393,2025-01-29,2024-08-17
21613,2021-01-24,2022-01-15,2021,Minivan,12780.724852883173,0.0,2025-01-15,1028.1107019556703,2024-11-08,2024-11-08
21614,2021-03-10,2021-07-20,2021,Minivan,9651.408101396799,0.0,2024-07-20,1361.4593706899943,2025-04-11,2024-07-20
21615,2021-02-10,2021-10-21,2021,Minivan,12123.775670384706,0.0,2024-10-21,1083.8207797012997,2024-10-09,2024-10-09
21616,2021-01-24,2021-07-09,2021,Minivan,12258.10356833856,0.0,2024-07-09,1071.9439533811158,2024-06-15,2024-06-15
21617,2020-11-14,2021-07-02,2021,Minivan,14336.235478510558,0.0,2024-07-02,916.558605618353,2024-01-05,2024-01-05
21618,2021-05-10,2021-08-12,2021,Minivan,10372.91917491255,0.0,2024-08-12,1266.7600873416409,2025-01-30,2024-08-12
21619,2020-11-03,2021-07-06,2021,Minivan,10631.918952764561,0.0,2024-07-06,1235.901069071193,2024-11-23,2024-07-06
21620,2020-09-25,2021-03-24,2021,Minivan,14430.199695473038,0.0,2024-03-24,910.5903090254675,2023-09-21,2023-09-21
21621,2021-06-02,2022-03-20,2021,Minivan,15667.992984418677,0.0,2025-03-20,838.6524051336578,2024-07-06,2024-07-06
21622,2020-12-27,2021-03-24,2021,Minivan,16243.04543797575,0.0,2024-03-24,808.9615983760704,2023-06-11,2023-06-11
21623,2021-07-03,2022-03-18,2021,Minivan,17947.823691906615,0.0,2025-03-18,732.1221907213935,2024-03-19,2024-03-19
21624,2021-01-24,2021-10-19,2021,Minivan,12425.35853782246,0.0,2024-10-19,1057.5147558118497,2024-09-11,2024-09-11
21625,2020-10-18,2021-03-05,2021,Minivan,7693.940012659637,0.0,2024-03-05,1707.8375940518636,2025-11-07,2024-03-05
21626,2020-12-10,2021-02-28,2021,Minivan,16235.060773964255,0.0,2024-02-28,809.3594587013974,2023-05-18,2023-05-18
21627,2021-03-25,2022-02-04,2021,Minivan,16408.368840669656,0.0,2025-02-04,800.8108622857927,2024-04-15,2024-04-15
21628,2021-01-20,2021-04-09,2021,Minivan,8066.475450619613,0.0,2024-04-09,1628.9642335663057,2025-09-24,2024-04-09
21629,2021-03-13,2021-11-12,2021,Minivan,11470.622336085464,0.0,2024-11-12,1145.5350559893193,2025-01-01,2024-11-12
21630,2020-10-30,2021-04-13,2021,Minivan,9796.829966074725,0.0,2024-04-13,1341.250184549725,2024-12-14,2024-04-13
21631,2021-06-18,2022-03-31,2021,Minivan,15756.94477770953,0.0,2025-03-31,833.9180079242535,2024-07-12,2024-07-12
21632,2020-10-01,2021-03-08,2021,Minivan,15003.40150624832,1.0,2024-03-08,875.801397071705,2023-08-01,2023-08-01
21633,2020-08-30,2021-06-17,2021,Minivan,11573.669731510901,0.0,2024-06-17,1135.3356631755744,2024-07-26,2024-06-17
21634,2020-09-08,2020-11-19,2021,Minivan,7484.643461034955,0.0,2023-11-19,1755.59464768186,2025-09-10,2023-11-19
21635,2020-12-09,2021-04-13,2021,Minivan,11606.287480932362,0.0,2024-04-13,1132.1449706969029,2024-05-19,2024-04-13
21636,2021-03-20,2021-08-07,2021,Minivan,13771.704099738836,0.0,2024-08-07,954.1302880773619,2024-03-18,2024-03-18
21637,2020-10-16,2021-05-20,2021,Minivan,11849.148593647815,0.0,2024-05-20,1108.9404353528148,2024-06-02,2024-05-20
21638,2021-06-25,2022-04-23,2021,Minivan,17724.60035658219,0.0,2025-04-23,741.3425259611196,2024-05-03,2024-05-03
21639,2021-01-19,2021-04-28,2021,Minivan,10263.986689295733,0.0,2024-04-28,1280.204310251459,2024-10-29,2024-04-28
21640,2020-12-06,2021-11-25,2021,Minivan,9112.355449204493,0.0,2024-11-25,1441.9981829338228,2025-11-06,2024-11-25
21641,2021-05-14,2022-05-04,2021,Minivan,9358.778695461542,1.0,2025-05-04,1404.0293533569857,2026-03-08,2025-05-04
21642,2021-03-14,2021-09-02,2021,Minivan,15957.04558521728,0.0,2024-09-02,823.4607045412586,2023-12-04,2023-12-04
21643,2021-01-14,2021-11-09,2021,Minivan,14696.191320868718,0.0,2024-11-09,894.1092091895325,2024-04-21,2024-04-21
21644,2021-01-24,2022-01-04,2021,Minivan,12226.402010398866,2.0,2025-01-04,1074.7233723236072,2024-12-14,2024-12-14
21645,2021-02-05,2021-04-20,2021,Minivan,16806.556167900864,0.0,2024-04-20,781.8377464561311,2023-06-11,2023-06-11
21646,2021-06-19,2021-09-25,2021,Minivan,7566.037228231915,0.0,2024-09-25,1736.7083459448754,2026-06-28,2024-09-25
21647,2020-09-25,2021-05-03,2021,Minivan,7751.164866822334,0.0,2024-05-03,1695.2290688905023,2025-12-23,2024-05-03
21648,2021-03-06,2021-10-02,2021,Minivan,12000.861931624066,0.0,2024-10-02,1094.9213543882324,2024-10-01,2024-10-01
21649,2021-04-12,2021-08-30,2021,Minivan,9787.799689210817,0.0,2024-08-30,1342.4876292150057,2025-05-03,2024-08-30
21650,2020-11-22,2021-07-14,2021,Minivan,15960.131418471907,0.0,2024-07-14,823.3014914145413,2023-10-15,2023-10-15
21651,2020-10-08,2021-07-03,2021,Minivan,16136.778998416636,1.0,2024-07-03,814.2888987504456,2023-09-25,2023-09-25
21652,2021-02-15,2022-01-04,2021,Minivan,16340.918835308086,0.0,2025-01-04,804.116349418993,2024-03-18,2024-03-18
21653,2020-11-30,2021-07-24,2021,Minivan,11464.101615465182,0.0,2024-07-24,1146.1866302959156,2024-09-12,2024-07-24
21654,2021-01-16,2021-04-12,2021,Minivan,14327.246828193605,0.0,2024-04-12,917.1336375766693,2023-10-16,2023-10-16
21655,2020-10-03,2021-06-26,2021,Minivan,14444.62759893864,0.0,2024-06-26,909.6807730069482,2023-12-23,2023-12-23
21656,2021-01-12,2021-09-02,2021,Minivan,14996.315603561936,0.0,2024-09-02,876.2152216161,2024-01-26,2024-01-26
21657,2020-09-10,2021-06-26,2021,Minivan,16188.233291863236,0.0,2024-06-26,811.700681791176,2023-09-16,2023-09-16
21658,2021-05-31,2022-04-14,2021,Minivan,17532.96225819455,1.0,2025-04-14,749.4455190456267,2024-05-02,2024-05-02
21659,2021-04-23,2021-10-16,2021,Minivan,12521.825412716591,0.0,2024-10-16,1049.3677692276096,2024-08-30,2024-08-30
21660,2021-02-25,2021-11-10,2021,Minivan,14155.01913534497,0.0,2024-11-10,928.2926341787505,2024-05-26,2024-05-26
21661,2021-07-19,2022-01-24,2021,Minivan,10816.582445723934,2.0,2025-01-24,1214.8014463842574,2025-05-23,2025-01-24
21662,2021-05-02,2021-07-13,2021,Minivan,12744.590867915354,0.0,2024-07-13,1031.025643442199,2024-05-09,2024-05-09
21663,2020-09-24,2021-07-23,2021,Minivan,9955.157989415526,0.0,2024-07-23,1319.9187811957022,2025-03-04,2024-07-23
21664,2021-04-21,2021-08-09,2021,Minivan,13751.26403917831,0.0,2024-08-09,955.5485199442918,2024-03-22,2024-03-22
21665,2020-10-31,2021-07-23,2021,Minivan,16065.2867213549,0.0,2024-07-23,817.9125731091721,2023-10-19,2023-10-19
21666,2021-01-23,2021-05-04,2021,Minivan,12947.558538720397,0.0,2024-05-04,1014.8631466468443,2024-02-13,2024-02-13
21667,2021-02-09,2021-06-08,2021,Minivan,15334.07795615287,1.0,2024-06-08,856.9149079307708,2023-10-13,2023-10-13
21668,2021-04-13,2021-12-29,2021,Minivan,11453.478253823223,0.0,2024-12-29,1147.2497444707515,2025-02-18,2024-12-29
21669,2020-08-20,2020-10-29,2021,Minivan,13199.575427365136,0.0,2023-10-29,995.4865648752896,2023-07-21,2023-07-21
21670,2021-07-12,2021-12-01,2021,Minivan,14542.602834718147,0.0,2024-12-01,903.552146018204,2024-05-23,2024-05-23
21671,2020-10-01,2021-02-24,2021,Minivan,11948.058945922348,0.0,2024-02-24,1099.7602254451915,2024-02-29,2024-02-24
21672,2020-11-19,2021-02-06,2021,Minivan,11043.75265955816,0.0,2024-02-06,1189.812956253378,2024-05-11,2024-02-06
21673,2021-04-23,2021-07-07,2021,Minivan,15550.593894472888,1.0,2024-07-07,844.9838050667839,2023-10-30,2023-10-30
21674,2021-06-11,2021-12-29,2021,Minivan,12293.816342843866,0.0,2024-12-29,1068.8300226356228,2024-12-02,2024-12-02
21675,2020-09-30,2021-05-24,2021,Minivan,11165.084729225724,1.0,2024-05-24,1176.8831422841545,2024-08-13,2024-05-24
21676,2021-02-27,2021-06-11,2021,Minivan,11294.109073505024,0.0,2024-06-11,1163.4383831855557,2024-08-17,2024-06-11
21677,2021-03-25,2022-01-14,2021,Minivan,10032.430012944365,0.0,2025-01-14,1309.7524710410225,2025-08-16,2025-01-14
21678,2021-01-19,2021-06-15,2021,Minivan,9491.353762336777,0.0,2024-06-15,1384.4178953840747,2025-03-30,2024-06-15
21679,2021-01-29,2021-10-11,2021,Minivan,12124.827731224354,0.0,2024-10-11,1083.7267375074807,2024-09-29,2024-09-29
21680,2021-06-04,2022-03-24,2021,Minivan,11951.993833305834,0.0,2025-03-24,1099.3981576014228,2025-03-27,2025-03-24
21681,2021-01-02,2021-04-08,2021,Minivan,10342.733963556471,0.0,2024-04-08,1270.4571195875228,2024-09-29,2024-04-08
21682,2021-06-23,2022-05-30,2021,Minivan,14716.841990572771,0.0,2025-05-30,892.85459532807,2024-11-08,2024-11-08
21683,2020-12-14,2021-07-28,2021,Minivan,14586.445532873497,1.0,2024-07-28,900.8363257783647,2024-01-15,2024-01-15
21684,2021-04-22,2021-09-25,2021,Minivan,17691.69526779196,1.0,2024-09-25,742.7213616957102,2023-10-08,2023-10-08
21685,2020-09-10,2021-05-18,2021,Minivan,9415.478034376143,0.0,2024-05-18,1395.5743884724213,2025-03-14,2024-05-18
21686,2021-05-26,2022-05-09,2021,Minivan,14445.91857262543,0.0,2025-05-09,909.5994784921392,2024-11-04,2024-11-04
21687,2021-06-10,2021-11-14,2021,Minivan,10012.93099835666,0.0,2024-11-14,1312.3030611273123,2025-06-18,2024-11-14
21688,2021-06-29,2022-01-20,2021,Minivan,14922.803000164971,0.0,2025-01-20,880.531626655846,2024-06-19,2024-06-19
21689,2020-10-16,2021-06-14,2021,Minivan,15175.564862382113,0.0,2024-06-14,865.8656280117807,2023-10-28,2023-10-28
21690,2021-07-05,2022-05-03,2021,Minivan,14593.258685403509,1.0,2025-05-03,900.4157524558177,2024-10-19,2024-10-19
21691,2021-03-02,2022-01-02,2021,Minivan,15508.951820299118,0.0,2025-01-02,847.2526159247925,2024-04-28,2024-04-28
21692,2021-04-25,2021-09-30,2021,Minivan,18177.22033482225,1.0,2024-09-30,722.8828037490196,2023-09-23,2023-09-23
21693,2020-12-06,2021-07-01,2021,Minivan,12771.749527679585,0.0,2024-07-01,1028.8332049984479,2024-04-25,2024-04-25
21694,2020-08-01,2021-05-14,2021,Minivan,13083.826111680317,0.0,2024-05-14,1004.2933838955208,2024-02-12,2024-02-12
21695,2020-11-01,2021-08-29,2021,Minivan,13553.562866111042,0.0,2024-08-29,969.4867784805792,2024-04-24,2024-04-24
21696,2020-12-12,2021-05-11,2021,Minivan,15352.011905938387,1.0,2024-05-11,855.9138750353138,2023-09-14,2023-09-14
21697,2021-04-17,2021-08-14,2021,Minivan,13823.171369042537,0.0,2024-08-14,950.5778123699947,2024-03-22,2024-03-22
21698,2020-08-23,2021-04-21,2021,Minivan,16667.70344304899,0.0,2024-04-21,788.3509593806599,2023-06-18,2023-06-18
21699,2020-08-31,2021-08-18,2021,Minivan,14713.430449319505,0.0,2024-08-18,893.0616177689361,2024-01-28,2024-01-28
21700,2020-09-06,2021-06-19,2021,Minivan,11414.677540147228,0.0,2024-06-19,1151.149469950819,2024-08-13,2024-06-19
21701,2020-09-28,2021-07-19,2021,Minivan,15847.185577006665,0.0,2024-07-19,829.1693143964545,2023-10-26,2023-10-26
21702,2021-01-05,2021-03-08,2021,Minivan,11254.677462632897,0.0,2024-03-08,1167.5145772614662,2024-05-19,2024-03-08
21703,2020-11-07,2021-08-13,2021,Minivan,13019.87974102856,0.0,2024-08-13,1009.2259115568413,2024-05-18,2024-05-18
21704,2020-08-13,2021-01-21,2021,Minivan,13816.0840319151,0.0,2024-01-21,951.0654371851425,2023-08-30,2023-08-30
21705,2020-12-11,2021-09-02,2021,Minivan,16503.771782138294,0.0,2024-09-02,796.1816349291237,2023-11-07,2023-11-07
21706,2020-11-07,2021-01-24,2021,Minivan,11770.138598386864,0.0,2024-01-24,1116.3844750138185,2024-02-14,2024-01-24
21707,2020-10-20,2021-05-10,2021,Minivan,5801.644994481669,0.0,2024-05-10,2264.8748781592694,2027-07-23,2024-05-10
21708,2020-09-05,2021-08-03,2021,Minivan,11774.482685167493,0.0,2024-08-03,1115.9725952591252,2024-08-23,2024-08-03
21709,2021-04-20,2021-06-20,2021,Minivan,15678.529022912338,0.0,2024-06-20,838.0888271340648,2023-10-06,2023-10-06
21710,2021-06-10,2021-10-25,2021,Minivan,16653.37004566608,0.0,2024-10-25,789.029485561668,2023-12-23,2023-12-23
21711,2020-08-12,2021-01-06,2021,Minivan,9693.351310585305,0.0,2024-01-06,1355.5683250281968,2024-09-23,2024-01-06
21712,2021-05-05,2022-01-28,2021,Minivan,10109.624402460753,0.0,2025-01-28,1299.751551284302,2025-08-20,2025-01-28
21713,2021-05-22,2021-11-26,2021,Minivan,9777.713809031056,0.0,2024-11-26,1343.872428324033,2025-08-01,2024-11-26
21714,2021-03-17,2021-05-20,2021,Minivan,16759.187413884505,0.0,2024-05-20,784.0475600334827,2023-07-13,2023-07-13
21715,2021-07-13,2021-09-11,2021,Minivan,12812.291735610359,1.0,2024-09-11,1025.5776461504395,2024-07-03,2024-07-03
21716,2021-06-16,2021-08-26,2021,Minivan,12429.400399092061,0.0,2024-08-26,1057.1708673058633,2024-07-18,2024-07-18
21717,2021-02-06,2021-11-26,2021,Minivan,9613.265417824627,0.0,2024-11-26,1366.861251499018,2025-08-24,2024-11-26
21718,2020-12-03,2021-04-23,2021,Minivan,14711.245041513685,1.0,2024-04-23,893.1942852505151,2023-10-03,2023-10-03
21719,2021-02-26,2021-06-25,2021,Minivan,12001.441263512781,0.0,2024-06-25,1094.8685004982449,2024-06-24,2024-06-24
21720,2021-06-03,2022-02-04,2021,Minivan,19296.67291270649,0.0,2025-02-04,680.9464024934351,2023-12-17,2023-12-17
21721,2021-01-02,2021-09-14,2021,Minivan,13111.68181986602,0.0,2024-09-14,1002.1597671849445,2024-06-12,2024-06-12
21722,2020-12-23,2021-10-23,2021,Minivan,14375.808385652314,0.0,2024-10-23,914.0355552536646,2024-04-24,2024-04-24
21723,2021-04-04,2021-06-18,2021,Minivan,8714.533593355603,1.0,2024-06-18,1507.825962139683,2025-08-04,2024-06-18
21724,2021-01-13,2021-05-01,2021,Minivan,14105.667094385613,0.0,2024-05-01,931.5404873853877,2023-11-19,2023-11-19
21725,2021-07-06,2022-01-27,2021,Minivan,11273.646726844112,0.0,2025-01-27,1165.5500938052141,2025-04-07,2025-01-27
21726,2021-02-05,2021-09-28,2021,Minivan,13048.706583671683,0.0,2024-09-28,1006.9963575119816,2024-07-01,2024-07-01
21727,2020-11-17,2021-06-11,2021,Minivan,15446.062167638187,1.0,2024-06-11,850.7022603813073,2023-10-10,2023-10-10
21728,2021-07-12,2022-05-13,2021,Minivan,11748.800473977595,0.0,2025-05-13,1118.4120480302452,2025-06-04,2025-05-13
21729,2021-01-08,2021-09-25,2021,Minivan,11933.255835760727,0.0,2024-09-25,1101.1244693692888,2024-09-30,2024-09-25
21730,2021-04-27,2021-10-27,2021,Minivan,10338.705112735945,0.0,2024-10-27,1270.9521992085085,2025-04-20,2024-10-27
21731,2021-04-04,2021-09-03,2021,Minivan,10730.047857456859,0.0,2024-09-03,1224.5984523608945,2025-01-10,2024-09-03
21732,2020-09-28,2021-01-28,2021,Minivan,12713.240737404547,0.0,2024-01-28,1033.5680941948856,2023-11-28,2023-11-28
21733,2021-02-15,2022-01-31,2021,Minivan,12885.20964369038,0.0,2025-01-31,1019.7738619203907,2024-11-16,2024-11-16
21734,2020-08-17,2020-11-11,2021,Minivan,13110.423846803315,0.0,2023-11-11,1002.2559265468674,2023-08-10,2023-08-10
21735,2021-03-24,2021-06-03,2021,Minivan,10555.868251102243,0.0,2024-06-03,1244.8052294161516,2024-10-30,2024-06-03
21736,2020-11-09,2021-04-23,2021,Minivan,15366.28262335696,0.0,2024-04-23,855.1189849929624,2023-08-26,2023-08-26
21737,2021-06-09,2022-03-28,2021,Minivan,13667.422277228865,0.0,2025-03-28,961.4102596282842,2024-11-13,2024-11-13
21738,2021-01-18,2021-11-23,2021,Minivan,10736.362590683559,0.0,2024-11-23,1223.8781886336615,2025-03-31,2024-11-23
21739,2021-07-02,2021-12-10,2021,Minivan,18622.614744020655,1.0,2024-12-10,705.5937192825722,2023-11-16,2023-11-16
21740,2020-08-21,2021-04-21,2021,Minivan,13025.103366380843,0.0,2024-04-21,1008.8211686607966,2024-01-25,2024-01-25
21741,2020-12-18,2021-06-06,2021,Minivan,9400.45073340897,0.0,2024-06-06,1397.8053151537472,2025-04-04,2024-06-06
21742,2021-04-17,2021-12-29,2021,Minivan,13633.309302242102,1.0,2024-12-29,963.8158798200982,2024-08-19,2024-08-19
21743,2020-11-01,2021-06-06,2021,Minivan,16072.64768810304,0.0,2024-06-06,817.5379847171178,2023-09-02,2023-09-02
21744,2021-03-25,2021-07-06,2021,Minivan,14228.97946437344,1.0,2024-07-06,923.4674934277593,2024-01-15,2024-01-15
21745,2020-09-11,2020-12-12,2021,Minivan,16536.28814973402,0.0,2023-12-12,794.6160517414153,2023-02-15,2023-02-15
21746,2020-09-04,2021-07-21,2021,Minivan,13838.063234788915,0.0,2024-07-21,949.5548457219084,2024-02-26,2024-02-26
21747,2021-05-16,2022-02-01,2021,Minivan,10704.648511647956,0.0,2025-02-01,1227.50410587532,2025-06-13,2025-02-01
21748,2021-02-11,2021-05-10,2021,Minivan,14059.327894116032,0.0,2024-05-10,934.6108220080151,2023-12-01,2023-12-01
21749,2021-06-18,2022-04-18,2021,Minivan,17849.15677096596,0.0,2025-04-18,736.1692302111417,2024-04-23,2024-04-23
21750,2020-12-29,2021-11-01,2021,Minivan,8622.414645335699,0.0,2024-11-01,1523.935062332927,2026-01-03,2024-11-01
21751,2020-09-16,2021-08-07,2021,Minivan,13585.806933242502,0.0,2024-08-07,967.1858333161149,2024-03-31,2024-03-31
21752,2020-12-11,2021-09-27,2021,Minivan,14554.019804008009,0.0,2024-09-27,902.8433502874166,2024-03-18,2024-03-18
21753,2021-07-27,2021-12-01,2021,Minivan,10927.523457417234,0.0,2024-12-01,1202.4682492061834,2025-03-17,2024-12-01
21754,2020-10-15,2021-01-18,2021,Minivan,9258.873935711585,0.0,2024-01-18,1419.1790590558605,2024-12-07,2024-01-18
21755,2021-03-28,2021-11-25,2021,Minivan,11181.640310500341,0.0,2024-11-25,1175.1406444062256,2025-02-12,2024-11-25
21756,2020-11-05,2021-02-24,2021,Minivan,13952.552419868316,0.0,2024-02-24,941.7631702489612,2023-09-24,2023-09-24
21757,2020-10-28,2021-06-18,2021,Minivan,10565.730451443123,0.0,2024-06-18,1243.6433108328322,2024-11-13,2024-06-18
21758,2021-01-13,2021-04-20,2021,Minivan,11058.486421907719,0.0,2024-04-20,1188.227710255957,2024-07-21,2024-04-20
21759,2021-02-16,2022-01-11,2021,Minivan,9510.102105527149,0.0,2025-01-11,1381.6886353263444,2025-10-24,2025-01-11
21760,2021-02-28,2021-06-12,2021,Minivan,12517.260909981494,0.0,2024-06-12,1049.7504281884803,2024-04-27,2024-04-27
21761,2021-06-10,2022-04-05,2021,Minivan,13454.016859962512,0.0,2025-04-05,976.6599920877914,2024-12-07,2024-12-07
21762,2021-06-17,2022-04-30,2021,Minivan,15698.6384727268,0.0,2025-04-30,837.0152623635536,2024-08-14,2024-08-14
21763,2021-04-01,2022-03-04,2021,Minivan,12357.537829549967,0.0,2025-03-04,1063.3186142128548,2025-01-30,2025-01-30
21764,2020-11-01,2021-07-21,2021,Minivan,10400.33881811892,0.0,2024-07-21,1263.4203779119375,2025-01-04,2024-07-21
21765,2021-03-21,2021-09-22,2021,Minivan,14251.599933263995,0.0,2024-09-22,922.0017444729511,2024-04-01,2024-04-01
21766,2020-10-13,2021-04-17,2021,Minivan,14374.904595351221,1.0,2024-04-17,914.0930232155708,2023-10-18,2023-10-18
21767,2021-01-23,2021-04-27,2021,Minivan,17480.02272533169,1.0,2024-04-27,751.7152698524689,2023-05-19,2023-05-19
21768,2021-02-02,2021-11-03,2021,Minivan,14508.26073551025,0.0,2024-11-03,905.6909190940228,2024-04-27,2024-04-27
21769,2020-11-13,2021-05-05,2021,Minivan,12620.382246448362,0.0,2024-05-05,1041.1729013753024,2024-03-11,2024-03-11
21770,2021-02-07,2022-01-05,2021,Minivan,9480.212060394271,0.0,2025-01-05,1386.044944595208,2025-10-22,2025-01-05
21771,2021-05-25,2022-03-08,2021,Minivan,10975.771986627777,3.0,2025-03-08,1197.182304443732,2025-06-17,2025-03-08
21772,2021-07-01,2021-11-03,2021,Minivan,10715.213425149968,0.0,2024-11-03,1226.2938196973985,2025-03-13,2024-11-03
21773,2020-11-15,2021-07-07,2021,Minivan,11519.712782310344,0.0,2024-07-07,1140.6534388754699,2024-08-21,2024-07-07
21774,2020-10-18,2021-02-22,2021,Minivan,10807.268317076267,0.0,2024-02-22,1215.848410022156,2024-06-22,2024-02-22
21775,2020-10-14,2021-02-26,2021,Minivan,14154.571835516916,0.0,2024-02-26,928.3219692332103,2023-09-12,2023-09-12
21776,2021-07-04,2022-05-04,2021,Minivan,9003.553827286134,0.0,2025-05-04,1459.4237177966293,2026-05-02,2025-05-04
21777,2021-01-16,2021-06-14,2021,Minivan,14306.460250911885,0.0,2024-06-14,918.4661872710592,2023-12-19,2023-12-19
21778,2021-04-25,2021-07-12,2021,Minivan,10338.75015700561,0.0,2024-07-12,1270.9466618744282,2025-01-03,2024-07-12
21779,2020-08-21,2021-07-14,2021,Minivan,13618.119781236364,0.0,2024-07-14,964.8909108660407,2024-03-05,2024-03-05
21780,2021-05-01,2021-10-20,2021,Minivan,12443.164351661626,0.0,2024-10-20,1056.0014823114764,2024-09-10,2024-09-10
21781,2020-08-19,2020-10-22,2021,Minivan,17731.621991309443,0.0,2023-10-22,741.0489579825312,2022-11-02,2022-11-02
21782,2021-02-06,2021-10-22,2021,Minivan,12938.641195798136,0.0,2024-10-22,1015.5625927912163,2024-08-03,2024-08-03
21783,2021-07-22,2022-02-15,2021,Minivan,11003.209485071155,0.0,2025-02-15,1194.1970220441576,2025-05-24,2025-02-15
21784,2021-02-05,2022-01-31,2021,Minivan,9548.636215599969,0.0,2025-01-31,1376.112745664421,2025-11-07,2025-01-31
21785,2021-01-26,2021-11-18,2021,Minivan,13684.411824251847,0.0,2024-11-18,960.2166442194448,2024-07-05,2024-07-05
21786,2021-04-20,2022-02-22,2021,Minivan,10724.474233595423,0.0,2025-02-22,1225.2348892627028,2025-07-01,2025-02-22
21787,2021-04-30,2021-11-17,2021,Minivan,11350.232702661677,0.0,2024-11-17,1157.6855157267935,2025-01-18,2024-11-17
21788,2020-09-16,2020-12-29,2021,Minivan,14021.531904428946,0.0,2023-12-29,937.1301288306096,2023-07-24,2023-07-24
21789,2021-06-10,2022-01-04,2021,Minivan,10424.960439532153,0.0,2025-01-04,1260.436437741503,2025-06-17,2025-01-04
21790,2021-04-09,2021-09-14,2021,Minivan,13095.699816725273,0.0,2024-09-14,1003.3828038130615,2024-06-13,2024-06-13
21791,2021-03-13,2021-06-03,2021,Minivan,14942.099704993838,1.0,2024-06-03,879.3944799878725,2023-10-30,2023-10-30
21792,2020-11-27,2021-05-27,2021,Minivan,8279.69441897283,0.0,2024-05-27,1587.0150919929888,2025-09-30,2024-05-27
21793,2021-05-08,2022-01-11,2021,Minivan,11258.2910708898,0.0,2025-01-11,1167.1398365224072,2025-03-23,2025-01-11
21794,2020-12-24,2021-04-27,2021,Minivan,9623.617422269326,0.0,2024-04-27,1365.3909360105758,2025-01-21,2024-04-27
21795,2020-08-02,2021-04-18,2021,Minivan,13343.734859237833,1.0,2024-04-18,984.7317965032265,2023-12-29,2023-12-29
21796,2021-05-17,2021-07-28,2021,Minivan,14800.286029412777,1.0,2024-07-28,887.8206795386743,2024-01-02,2024-01-02
21797,2020-08-16,2021-05-15,2021,Minivan,11863.75078267885,1.0,2024-05-15,1107.5755248655832,2024-05-27,2024-05-15
21798,2020-09-28,2021-04-20,2021,Minivan,14175.02477596873,0.0,2024-04-20,926.9825067450018,2023-11-03,2023-11-03
21799,2020-10-05,2021-08-03,2021,Minivan,11883.596718798342,0.0,2024-08-03,1105.7258430197471,2024-08-13,2024-08-03
21800,2021-01-18,2021-06-19,2021,Minivan,17149.938451601338,0.0,2024-06-19,766.1835077182496,2023-07-25,2023-07-25
21801,2021-05-04,2022-03-05,2021,Minivan,10656.001730467337,0.0,2025-03-05,1233.1079078591445,2025-07-20,2025-03-05
21802,2021-04-18,2022-04-12,2021,Minivan,15526.30562731856,0.0,2025-04-12,846.3056386626931,2024-08-05,2024-08-05
21803,2021-02-05,2021-06-08,2021,Minivan,16161.784744550147,0.0,2024-06-08,813.0290192381685,2023-08-30,2023-08-30
21804,2021-06-18,2022-05-27,2021,Minivan,12160.76905323325,2.0,2025-05-27,1080.523768067645,2025-05-12,2025-05-12
21805,2020-09-14,2020-11-24,2021,Minivan,16305.95612067911,0.0,2023-11-24,805.8405102253364,2023-02-08,2023-02-08
21806,2020-11-05,2021-10-21,2021,Minivan,9842.129261019441,0.0,2024-10-21,1335.07695860509,2025-06-17,2024-10-21
21807,2020-11-15,2021-10-16,2021,Minivan,18585.340600014813,0.0,2024-10-16,707.0088346935931,2023-09-23,2023-09-23
21808,2021-01-29,2021-05-19,2021,Minivan,13356.408199482503,0.0,2024-05-19,983.7974254567266,2024-01-28,2024-01-28
21809,2020-09-27,2021-03-21,2021,Minivan,15931.81066310981,1.0,2024-03-21,824.7650112002484,2023-06-24,2023-06-24
