vin,purchase_date,nvlw_end_date,n_fails,censor_date,days_purchase_to_censor,censor_fail_status,days_purchase_to_censor_fail,censor_fail_date,vin_event_number,days_since_event
20376,2021-08-26,2024-02-18,0.0,2023-05-20,632,C,632,2023-05-20,1,632
20462,2021-08-26,2024-05-23,0.0,2023-05-20,632,C,632,2023-05-20,1,632
20533,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
20978,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
21065,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
21266,2021-08-26,2024-02-10,0.0,2023-05-20,632,C,632,2023-05-20,1,632
21384,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
21449,2021-08-26,2024-05-12,0.0,2023-05-20,632,C,632,2023-05-20,1,632
21677,2021-08-26,2024-08-26,1.0,2023-05-20,632,F,82,2021-11-16,1,82
21677,2021-08-26,2024-08-26,1.0,2023-05-20,632,C,632,2023-05-20,2,550
22713,2021-08-26,2024-02-05,5.0,2023-05-20,632,F,246,2022-04-29,1,246
22713,2021-08-26,2024-02-05,5.0,2023-05-20,632,F,400,2022-09-30,2,154
22713,2021-08-26,2024-02-05,5.0,2023-05-20,632,F,412,2022-10-12,3,12
22713,2021-08-26,2024-02-05,5.0,2023-05-20,632,F,509,2023-01-17,4,97
22713,2021-08-26,2024-02-05,5.0,2023-05-20,632,F,539,2023-02-16,5,30
22713,2021-08-26,2024-02-05,5.0,2023-05-20,632,C,632,2023-05-20,6,93
22770,2021-08-26,2023-12-26,2.0,2023-05-20,632,F,241,2022-04-24,1,241
22770,2021-08-26,2023-12-26,2.0,2023-05-20,632,F,272,2022-05-25,2,31
22770,2021-08-26,2023-12-26,2.0,2023-05-20,632,C,632,2023-05-20,3,360
22830,2021-08-26,2023-06-12,2.0,2023-05-20,632,F,216,2022-03-30,1,216
22830,2021-08-26,2023-06-12,2.0,2023-05-20,632,F,358,2022-08-19,2,142
22830,2021-08-26,2023-06-12,2.0,2023-05-20,632,C,632,2023-05-20,3,274
23185,2021-08-26,2024-02-17,0.0,2023-05-20,632,C,632,2023-05-20,1,632
23316,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
23426,2021-08-26,2024-04-09,0.0,2023-05-20,632,C,632,2023-05-20,1,632
23558,2021-08-26,2023-12-14,0.0,2023-05-20,632,C,632,2023-05-20,1,632
23907,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
23980,2021-08-26,2024-06-14,0.0,2023-05-20,632,C,632,2023-05-20,1,632
24831,2021-08-26,2023-11-05,2.0,2023-05-20,632,F,352,2022-08-13,1,352
24831,2021-08-26,2023-11-05,2.0,2023-05-20,632,F,614,2023-05-02,2,262
24831,2021-08-26,2023-11-05,2.0,2023-05-20,632,C,632,2023-05-20,3,18
25164,2021-08-26,2023-11-20,0.0,2023-05-20,632,C,632,2023-05-20,1,632
25248,2021-08-26,2024-06-06,0.0,2023-05-20,632,C,632,2023-05-20,1,632
25355,2021-08-26,2023-10-12,0.0,2023-05-20,632,C,632,2023-05-20,1,632
25370,2021-08-26,2024-05-10,0.0,2023-05-20,632,C,632,2023-05-20,1,632
26219,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
26575,2021-08-26,2024-02-06,0.0,2023-05-20,632,C,632,2023-05-20,1,632
26656,2021-08-26,2024-08-26,1.0,2023-05-20,632,F,402,2022-10-02,1,402
26656,2021-08-26,2024-08-26,1.0,2023-05-20,632,C,632,2023-05-20,2,230
26771,2021-08-26,2024-01-24,0.0,2023-05-20,632,C,632,2023-05-20,1,632
27804,2021-08-26,2024-08-10,0.0,2023-05-20,632,C,632,2023-05-20,1,632
28311,2021-08-26,2024-05-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
29326,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
29608,2021-08-26,2024-08-26,0.0,2023-05-20,632,C,632,2023-05-20,1,632
20006,2021-08-27,2024-03-23,0.0,2023-05-20,631,C,631,2023-05-20,1,631
20119,2021-08-27,2024-08-01,0.0,2023-05-20,631,C,631,2023-05-20,1,631
20835,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
21309,2021-08-27,2024-07-06,0.0,2023-05-20,631,C,631,2023-05-20,1,631
21962,2021-08-27,2023-09-28,0.0,2023-05-20,631,C,631,2023-05-20,1,631
22634,2021-08-27,2023-06-10,2.0,2023-05-20,631,F,104,2021-12-09,1,104
22634,2021-08-27,2023-06-10,2.0,2023-05-20,631,F,562,2023-03-12,2,458
22634,2021-08-27,2023-06-10,2.0,2023-05-20,631,C,631,2023-05-20,3,69
22898,2021-08-27,2023-02-16,2.0,2023-02-16,538,F,156,2022-01-30,1,156
22898,2021-08-27,2023-02-16,2.0,2023-02-16,538,F,278,2022-06-01,2,122
22898,2021-08-27,2023-02-16,2.0,2023-02-16,538,C,538,2023-02-16,3,260
23168,2021-08-27,2024-01-06,0.0,2023-05-20,631,C,631,2023-05-20,1,631
23590,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
23878,2021-08-27,2023-06-25,0.0,2023-05-20,631,C,631,2023-05-20,1,631
24018,2021-08-27,2022-08-14,4.0,2022-08-14,352,F,12,2021-09-08,1,12
24018,2021-08-27,2022-08-14,4.0,2022-08-14,352,F,196,2022-03-11,2,184
24018,2021-08-27,2022-08-14,4.0,2022-08-14,352,F,209,2022-03-24,3,13
24018,2021-08-27,2022-08-14,4.0,2022-08-14,352,F,242,2022-04-26,4,33
24018,2021-08-27,2022-08-14,4.0,2022-08-14,352,C,352,2022-08-14,5,110
24115,2021-08-27,2022-07-20,2.0,2022-07-20,327,F,23,2021-09-19,1,23
24115,2021-08-27,2022-07-20,2.0,2022-07-20,327,F,163,2022-02-06,2,140
24115,2021-08-27,2022-07-20,2.0,2022-07-20,327,C,327,2022-07-20,3,164
24434,2021-08-27,2022-09-03,1.0,2022-09-03,372,F,215,2022-03-30,1,215
24434,2021-08-27,2022-09-03,1.0,2022-09-03,372,C,372,2022-09-03,2,157
25765,2021-08-27,2023-06-30,0.0,2023-05-20,631,C,631,2023-05-20,1,631
26565,2021-08-27,2024-01-21,0.0,2023-05-20,631,C,631,2023-05-20,1,631
26666,2021-08-27,2024-05-15,1.0,2023-05-20,631,F,302,2022-06-25,1,302
26666,2021-08-27,2024-05-15,1.0,2023-05-20,631,C,631,2023-05-20,2,329
26811,2021-08-27,2024-07-04,0.0,2023-05-20,631,C,631,2023-05-20,1,631
27013,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
27186,2021-08-27,2024-08-13,0.0,2023-05-20,631,C,631,2023-05-20,1,631
27214,2021-08-27,2024-03-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
27259,2021-08-27,2024-01-28,0.0,2023-05-20,631,C,631,2023-05-20,1,631
27455,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
27643,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
27780,2021-08-27,2024-02-11,1.0,2023-05-20,631,F,630,2023-05-19,1,630
27780,2021-08-27,2024-02-11,1.0,2023-05-20,631,C,631,2023-05-20,2,1
28614,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
29304,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
29783,2021-08-27,2024-08-27,0.0,2023-05-20,631,C,631,2023-05-20,1,631
20194,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
20314,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
20737,2021-08-28,2024-05-30,0.0,2023-05-20,630,C,630,2023-05-20,1,630
20858,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
21088,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
21228,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
21760,2021-08-28,2024-08-28,1.0,2023-05-20,630,F,513,2023-01-23,1,513
21760,2021-08-28,2024-08-28,1.0,2023-05-20,630,C,630,2023-05-20,2,117
21924,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
21957,2021-08-28,2024-07-04,0.0,2023-05-20,630,C,630,2023-05-20,1,630
22036,2021-08-28,2023-03-10,2.0,2023-03-10,559,F,55,2021-10-22,1,55
22036,2021-08-28,2023-03-10,2.0,2023-03-10,559,F,455,2022-11-26,2,400
22036,2021-08-28,2023-03-10,2.0,2023-03-10,559,C,559,2023-03-10,3,104
22109,2021-08-28,2023-05-11,2.0,2023-05-11,621,F,272,2022-05-27,1,272
22109,2021-08-28,2023-05-11,2.0,2023-05-11,621,F,490,2022-12-31,2,218
22109,2021-08-28,2023-05-11,2.0,2023-05-11,621,C,621,2023-05-11,3,131
22323,2021-08-28,2023-03-13,3.0,2023-03-13,562,F,209,2022-03-25,1,209
22323,2021-08-28,2023-03-13,3.0,2023-03-13,562,F,388,2022-09-20,2,179
22323,2021-08-28,2023-03-13,3.0,2023-03-13,562,F,485,2022-12-26,3,97
22323,2021-08-28,2023-03-13,3.0,2023-03-13,562,C,562,2023-03-13,4,77
22505,2021-08-28,2024-02-12,3.0,2023-05-20,630,F,283,2022-06-07,1,283
22505,2021-08-28,2024-02-12,3.0,2023-05-20,630,F,355,2022-08-18,2,72
22505,2021-08-28,2024-02-12,3.0,2023-05-20,630,F,629,2023-05-19,3,274
22505,2021-08-28,2024-02-12,3.0,2023-05-20,630,C,630,2023-05-20,4,1
22559,2021-08-28,2023-06-15,1.0,2023-05-20,630,F,49,2021-10-16,1,49
22559,2021-08-28,2023-06-15,1.0,2023-05-20,630,C,630,2023-05-20,2,581
23232,2021-08-28,2023-12-22,0.0,2023-05-20,630,C,630,2023-05-20,1,630
23484,2021-08-28,2023-11-27,0.0,2023-05-20,630,C,630,2023-05-20,1,630
23570,2021-08-28,2023-11-30,0.0,2023-05-20,630,C,630,2023-05-20,1,630
23572,2021-08-28,2024-02-03,0.0,2023-05-20,630,C,630,2023-05-20,1,630
24989,2021-08-28,2022-09-02,4.0,2022-09-02,370,F,30,2021-09-27,1,30
24989,2021-08-28,2022-09-02,4.0,2022-09-02,370,F,92,2021-11-28,2,62
24989,2021-08-28,2022-09-02,4.0,2022-09-02,370,F,228,2022-04-13,3,136
24989,2021-08-28,2022-09-02,4.0,2022-09-02,370,F,310,2022-07-04,4,82
24989,2021-08-28,2022-09-02,4.0,2022-09-02,370,C,370,2022-09-02,5,60
25001,2021-08-28,2023-08-10,0.0,2023-05-20,630,C,630,2023-05-20,1,630
25023,2021-08-28,2024-08-28,1.0,2023-05-20,630,F,428,2022-10-30,1,428
25023,2021-08-28,2024-08-28,1.0,2023-05-20,630,C,630,2023-05-20,2,202
25619,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
25853,2021-08-28,2023-10-26,0.0,2023-05-20,630,C,630,2023-05-20,1,630
25935,2021-08-28,2023-12-19,0.0,2023-05-20,630,C,630,2023-05-20,1,630
26188,2021-08-28,2024-06-14,1.0,2023-05-20,630,F,383,2022-09-15,1,383
26188,2021-08-28,2024-06-14,1.0,2023-05-20,630,C,630,2023-05-20,2,247
26265,2021-08-28,2024-05-09,0.0,2023-05-20,630,C,630,2023-05-20,1,630
26390,2021-08-28,2024-02-21,0.0,2023-05-20,630,C,630,2023-05-20,1,630
27023,2021-08-28,2023-11-21,0.0,2023-05-20,630,C,630,2023-05-20,1,630
27264,2021-08-28,2024-02-10,0.0,2023-05-20,630,C,630,2023-05-20,1,630
27540,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
28003,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
28054,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
28433,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
28538,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
28546,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
29276,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
29704,2021-08-28,2024-08-28,0.0,2023-05-20,630,C,630,2023-05-20,1,630
20409,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
21079,2021-08-29,2024-06-26,1.0,2023-05-20,629,F,395,2022-09-28,1,395
21079,2021-08-29,2024-06-26,1.0,2023-05-20,629,C,629,2023-05-20,2,234
21330,2021-08-29,2024-01-27,0.0,2023-05-20,629,C,629,2023-05-20,1,629
21494,2021-08-29,2024-07-26,0.0,2023-05-20,629,C,629,2023-05-20,1,629
21613,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
21756,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
22126,2021-08-29,2023-09-24,3.0,2023-05-20,629,F,226,2022-04-12,1,226
22126,2021-08-29,2023-09-24,3.0,2023-05-20,629,F,457,2022-11-29,2,231
22126,2021-08-29,2023-09-24,3.0,2023-05-20,629,F,601,2023-04-22,3,144
22126,2021-08-29,2023-09-24,3.0,2023-05-20,629,C,629,2023-05-20,4,28
22562,2021-08-29,2023-02-17,3.0,2023-02-17,537,F,45,2021-10-13,1,45
22562,2021-08-29,2023-02-17,3.0,2023-02-17,537,F,339,2022-08-03,2,294
22562,2021-08-29,2023-02-17,3.0,2023-02-17,537,F,374,2022-09-07,3,35
22562,2021-08-29,2023-02-17,3.0,2023-02-17,537,C,537,2023-02-17,4,163
22851,2021-08-29,2023-03-16,3.0,2023-03-16,564,F,101,2021-12-08,1,101
22851,2021-08-29,2023-03-16,3.0,2023-03-16,564,F,151,2022-01-27,2,50
22851,2021-08-29,2023-03-16,3.0,2023-03-16,564,F,198,2022-03-15,3,47
22851,2021-08-29,2023-03-16,3.0,2023-03-16,564,C,564,2023-03-16,4,366
23331,2021-08-29,2023-11-25,0.0,2023-05-20,629,C,629,2023-05-20,1,629
23748,2021-08-29,2023-06-16,0.0,2023-05-20,629,C,629,2023-05-20,1,629
24399,2021-08-29,2023-03-08,3.0,2023-03-08,556,F,14,2021-09-12,1,14
24399,2021-08-29,2023-03-08,3.0,2023-03-08,556,F,104,2021-12-11,2,90
24399,2021-08-29,2023-03-08,3.0,2023-03-08,556,F,181,2022-02-26,3,77
24399,2021-08-29,2023-03-08,3.0,2023-03-08,556,C,556,2023-03-08,4,375
24705,2021-08-29,2023-06-21,3.0,2023-05-20,629,F,183,2022-02-28,1,183
24705,2021-08-29,2023-06-21,3.0,2023-05-20,629,F,210,2022-03-27,2,27
24705,2021-08-29,2023-06-21,3.0,2023-05-20,629,F,406,2022-10-09,3,196
24705,2021-08-29,2023-06-21,3.0,2023-05-20,629,C,629,2023-05-20,4,223
25003,2021-08-29,2023-08-11,0.0,2023-05-20,629,C,629,2023-05-20,1,629
25318,2021-08-29,2023-12-01,0.0,2023-05-20,629,C,629,2023-05-20,1,629
25348,2021-08-29,2024-06-17,0.0,2023-05-20,629,C,629,2023-05-20,1,629
25575,2021-08-29,2024-07-18,0.0,2023-05-20,629,C,629,2023-05-20,1,629
25621,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
26591,2021-08-29,2023-11-22,0.0,2023-05-20,629,C,629,2023-05-20,1,629
26917,2021-08-29,2023-11-18,1.0,2023-05-20,629,F,148,2022-01-24,1,148
26917,2021-08-29,2023-11-18,1.0,2023-05-20,629,C,629,2023-05-20,2,481
27028,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
27159,2021-08-29,2023-10-23,0.0,2023-05-20,629,C,629,2023-05-20,1,629
27189,2021-08-29,2024-02-27,0.0,2023-05-20,629,C,629,2023-05-20,1,629
27688,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
28576,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
28620,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
29359,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
29512,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
29610,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
29692,2021-08-29,2024-08-29,0.0,2023-05-20,629,C,629,2023-05-20,1,629
20135,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
20668,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
20826,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
21026,2021-08-30,2024-04-06,0.0,2023-05-20,628,C,628,2023-05-20,1,628
21311,2021-08-30,2023-10-28,0.0,2023-05-20,628,C,628,2023-05-20,1,628
21909,2021-08-30,2024-03-10,0.0,2023-05-20,628,C,628,2023-05-20,1,628
22293,2021-08-30,2024-01-01,2.0,2023-05-20,628,F,103,2021-12-11,1,103
22293,2021-08-30,2024-01-01,2.0,2023-05-20,628,F,460,2022-12-03,2,357
22293,2021-08-30,2024-01-01,2.0,2023-05-20,628,C,628,2023-05-20,3,168
22803,2021-08-30,2023-04-27,3.0,2023-04-27,605,F,242,2022-04-29,1,242
22803,2021-08-30,2023-04-27,3.0,2023-04-27,605,F,367,2022-09-01,2,125
22803,2021-08-30,2023-04-27,3.0,2023-04-27,605,F,492,2023-01-04,3,125
22803,2021-08-30,2023-04-27,3.0,2023-04-27,605,C,605,2023-04-27,4,113
22975,2021-08-30,2023-05-17,1.0,2023-05-17,625,F,208,2022-03-26,1,208
22975,2021-08-30,2023-05-17,1.0,2023-05-17,625,C,625,2023-05-17,2,417
23370,2021-08-30,2024-04-13,0.0,2023-05-20,628,C,628,2023-05-20,1,628
23436,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
23549,2021-08-30,2024-03-26,0.0,2023-05-20,628,C,628,2023-05-20,1,628
24019,2021-08-30,2023-06-24,4.0,2023-05-20,628,F,292,2022-06-18,1,292
24019,2021-08-30,2023-06-24,4.0,2023-05-20,628,F,416,2022-10-20,2,124
24019,2021-08-30,2023-06-24,4.0,2023-05-20,628,F,447,2022-11-20,3,31
24019,2021-08-30,2023-06-24,4.0,2023-05-20,628,F,472,2022-12-15,4,25
24019,2021-08-30,2023-06-24,4.0,2023-05-20,628,C,628,2023-05-20,5,156
24452,2021-08-30,2022-07-31,5.0,2022-07-31,335,F,56,2021-10-25,1,56
24452,2021-08-30,2022-07-31,5.0,2022-07-31,335,F,58,2021-10-27,2,2
24452,2021-08-30,2022-07-31,5.0,2022-07-31,335,F,84,2021-11-22,3,26
24452,2021-08-30,2022-07-31,5.0,2022-07-31,335,F,165,2022-02-11,4,81
24452,2021-08-30,2022-07-31,5.0,2022-07-31,335,F,247,2022-05-04,5,82
24452,2021-08-30,2022-07-31,5.0,2022-07-31,335,C,335,2022-07-31,6,88
24641,2021-08-30,2022-07-14,3.0,2022-07-14,318,F,193,2022-03-11,1,193
24641,2021-08-30,2022-07-14,3.0,2022-07-14,318,F,287,2022-06-13,2,94
24641,2021-08-30,2022-07-14,3.0,2022-07-14,318,F,311,2022-07-07,3,24
24641,2021-08-30,2022-07-14,3.0,2022-07-14,318,C,318,2022-07-14,4,7
24864,2021-08-30,2023-05-06,5.0,2023-05-06,614,F,190,2022-03-08,1,190
24864,2021-08-30,2023-05-06,5.0,2023-05-06,614,F,230,2022-04-17,2,40
24864,2021-08-30,2023-05-06,5.0,2023-05-06,614,F,392,2022-09-26,3,162
24864,2021-08-30,2023-05-06,5.0,2023-05-06,614,F,426,2022-10-30,4,34
24864,2021-08-30,2023-05-06,5.0,2023-05-06,614,F,434,2022-11-07,5,8
24864,2021-08-30,2023-05-06,5.0,2023-05-06,614,C,614,2023-05-06,6,180
24879,2021-08-30,2023-02-14,1.0,2023-02-14,533,F,49,2021-10-18,1,49
24879,2021-08-30,2023-02-14,1.0,2023-02-14,533,C,533,2023-02-14,2,484
24947,2021-08-30,2022-06-18,2.0,2022-06-18,292,F,16,2021-09-15,1,16
24947,2021-08-30,2022-06-18,2.0,2022-06-18,292,F,81,2021-11-19,2,65
24947,2021-08-30,2022-06-18,2.0,2022-06-18,292,C,292,2022-06-18,3,211
25336,2021-08-30,2024-06-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
25356,2021-08-30,2023-06-20,0.0,2023-05-20,628,C,628,2023-05-20,1,628
25502,2021-08-30,2024-05-20,0.0,2023-05-20,628,C,628,2023-05-20,1,628
25770,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
25776,2021-08-30,2023-11-17,1.0,2023-05-20,628,F,589,2023-04-11,1,589
25776,2021-08-30,2023-11-17,1.0,2023-05-20,628,C,628,2023-05-20,2,39
25896,2021-08-30,2023-12-09,0.0,2023-05-20,628,C,628,2023-05-20,1,628
26616,2021-08-30,2024-06-20,1.0,2023-05-20,628,F,199,2022-03-17,1,199
26616,2021-08-30,2024-06-20,1.0,2023-05-20,628,C,628,2023-05-20,2,429
27301,2021-08-30,2023-12-13,1.0,2023-05-20,628,F,268,2022-05-25,1,268
27301,2021-08-30,2023-12-13,1.0,2023-05-20,628,C,628,2023-05-20,2,360
27338,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
27457,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
27759,2021-08-30,2024-02-01,0.0,2023-05-20,628,C,628,2023-05-20,1,628
28196,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
28417,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
29022,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
29224,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
29343,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
29607,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
29923,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
29958,2021-08-30,2024-08-30,0.0,2023-05-20,628,C,628,2023-05-20,1,628
20073,2021-08-31,2024-08-29,0.0,2023-05-20,627,C,627,2023-05-20,1,627
20204,2021-08-31,2024-03-24,0.0,2023-05-20,627,C,627,2023-05-20,1,627
20677,2021-08-31,2024-06-23,0.0,2023-05-20,627,C,627,2023-05-20,1,627
20871,2021-08-31,2024-08-31,0.0,2023-05-20,627,C,627,2023-05-20,1,627
21679,2021-08-31,2023-08-21,0.0,2023-05-20,627,C,627,2023-05-20,1,627
22184,2021-08-31,2023-02-26,4.0,2023-02-26,544,F,9,2021-09-09,1,9
22184,2021-08-31,2023-02-26,4.0,2023-02-26,544,F,36,2021-10-06,2,27
22184,2021-08-31,2023-02-26,4.0,2023-02-26,544,F,484,2022-12-28,3,448
22184,2021-08-31,2023-02-26,4.0,2023-02-26,544,F,534,2023-02-16,4,50
22184,2021-08-31,2023-02-26,4.0,2023-02-26,544,C,544,2023-02-26,5,10
23102,2021-08-31,2024-04-04,0.0,2023-05-20,627,C,627,2023-05-20,1,627
24015,2021-08-31,2023-02-16,4.0,2023-02-16,534,F,81,2021-11-20,1,81
24015,2021-08-31,2023-02-16,4.0,2023-02-16,534,F,127,2022-01-05,2,46
24015,2021-08-31,2023-02-16,4.0,2023-02-16,534,F,245,2022-05-03,3,118
24015,2021-08-31,2023-02-16,4.0,2023-02-16,534,F,289,2022-06-16,4,44
24015,2021-08-31,2023-02-16,4.0,2023-02-16,534,C,534,2023-02-16,5,245
24109,2021-08-31,2023-02-18,1.0,2023-02-18,536,F,462,2022-12-06,1,462
24109,2021-08-31,2023-02-18,1.0,2023-02-18,536,C,536,2023-02-18,2,74
24380,2021-08-31,2022-11-22,1.0,2022-11-22,448,F,283,2022-06-10,1,283
24380,2021-08-31,2022-11-22,1.0,2022-11-22,448,C,448,2022-11-22,2,165
24408,2021-08-31,2023-02-12,6.0,2023-02-12,530,F,117,2021-12-26,1,117
24408,2021-08-31,2023-02-12,6.0,2023-02-12,530,F,339,2022-08-05,2,222
24408,2021-08-31,2023-02-12,6.0,2023-02-12,530,F,417,2022-10-22,3,78
24408,2021-08-31,2023-02-12,6.0,2023-02-12,530,F,428,2022-11-02,4,11
24408,2021-08-31,2023-02-12,6.0,2023-02-12,530,F,439,2022-11-13,5,11
24408,2021-08-31,2023-02-12,6.0,2023-02-12,530,F,512,2023-01-25,6,73
24408,2021-08-31,2023-02-12,6.0,2023-02-12,530,C,530,2023-02-12,7,18
24443,2021-08-31,2023-02-17,4.0,2023-02-17,535,F,75,2021-11-14,1,75
24443,2021-08-31,2023-02-17,4.0,2023-02-17,535,F,303,2022-06-30,2,228
24443,2021-08-31,2023-02-17,4.0,2023-02-17,535,F,358,2022-08-24,3,55
24443,2021-08-31,2023-02-17,4.0,2023-02-17,535,F,511,2023-01-24,4,153
24443,2021-08-31,2023-02-17,4.0,2023-02-17,535,C,535,2023-02-17,5,24
24883,2021-08-31,2022-08-19,1.0,2022-08-19,353,F,149,2022-01-27,1,149
24883,2021-08-31,2022-08-19,1.0,2022-08-19,353,C,353,2022-08-19,2,204
24932,2021-08-31,2022-09-13,2.0,2022-09-13,378,F,267,2022-05-25,1,267
24932,2021-08-31,2022-09-13,2.0,2022-09-13,378,F,369,2022-09-04,2,102
24932,2021-08-31,2022-09-13,2.0,2022-09-13,378,C,378,2022-09-13,3,9
25127,2021-08-31,2023-04-27,0.0,2023-04-27,604,C,604,2023-04-27,1,604
25352,2021-08-31,2023-07-30,0.0,2023-05-20,627,C,627,2023-05-20,1,627
25548,2021-08-31,2023-11-16,0.0,2023-05-20,627,C,627,2023-05-20,1,627
26031,2021-08-31,2024-01-25,0.0,2023-05-20,627,C,627,2023-05-20,1,627
26566,2021-08-31,2023-11-20,0.0,2023-05-20,627,C,627,2023-05-20,1,627
27287,2021-08-31,2024-08-31,1.0,2023-05-20,627,F,184,2022-03-03,1,184
27287,2021-08-31,2024-08-31,1.0,2023-05-20,627,C,627,2023-05-20,2,443
27742,2021-08-31,2024-07-10,0.0,2023-05-20,627,C,627,2023-05-20,1,627
28317,2021-08-31,2024-08-31,0.0,2023-05-20,627,C,627,2023-05-20,1,627
28726,2021-08-31,2024-08-31,0.0,2023-05-20,627,C,627,2023-05-20,1,627
29067,2021-08-31,2024-08-31,0.0,2023-05-20,627,C,627,2023-05-20,1,627
29651,2021-08-31,2024-08-31,0.0,2023-05-20,627,C,627,2023-05-20,1,627
29683,2021-08-31,2024-08-31,0.0,2023-05-20,627,C,627,2023-05-20,1,627
29894,2021-08-31,2024-08-31,0.0,2023-05-20,627,C,627,2023-05-20,1,627
20114,2021-09-01,2024-08-19,0.0,2023-05-20,626,C,626,2023-05-20,1,626
20524,2021-09-01,2024-09-01,0.0,2023-05-20,626,C,626,2023-05-20,1,626
20675,2021-09-01,2024-09-01,0.0,2023-05-20,626,C,626,2023-05-20,1,626
20897,2021-09-01,2024-09-01,0.0,2023-05-20,626,C,626,2023-05-20,1,626
21032,2021-09-01,2023-09-25,0.0,2023-05-20,626,C,626,2023-05-20,1,626
21264,2021-09-01,2024-09-01,1.0,2023-05-20,626,F,469,2022-12-14,1,469
