car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties,ln_warranties
Minivan,2020,2022-09-01,2022-09-30,14,09,0.0,1.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,18,09,0.0,1.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,22,09,1.0,0.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,23,09,0.0,1.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,24,09,1.0,1.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,25,09,2.0,0.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,26,09,3.0,1.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,27,09,8.0,3.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,28,09,3.0,1.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,29,09,3.0,0.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,30,09,3.0,0.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,31,09,2.0,0.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,32,09,3.0,1.0,915,6.818924065275521
Minivan,2020,2022-09-01,2022-09-30,33,09,1.0,0.0,915,6.818924065275521
Minivan,2020,2022-10-01,2022-10-31,18,10,0.0,2.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,20,10,0.0,1.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,21,10,0.0,1.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,23,10,1.0,1.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,24,10,1.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,25,10,1.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,26,10,3.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,27,10,4.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,28,10,3.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,29,10,3.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,30,10,1.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,31,10,3.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,32,10,1.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,33,10,3.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,34,10,1.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,35,10,1.0,0.0,885,6.785587645007929
Minivan,2020,2022-10-01,2022-10-31,36,10,2.0,0.0,885,6.785587645007929
Minivan,2020,2022-11-01,2022-11-30,18,11,0.0,2.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,20,11,0.0,1.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,21,11,0.0,1.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,22,11,2.0,0.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,23,11,0.0,3.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,25,11,2.0,0.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,26,11,2.0,0.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,27,11,3.0,0.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,28,11,5.0,2.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,29,11,5.0,1.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,30,11,1.0,1.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,31,11,6.0,1.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,32,11,4.0,0.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,33,11,1.0,1.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,34,11,1.0,0.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,35,11,1.0,0.0,857,6.75343791859778
Minivan,2020,2022-11-01,2022-11-30,36,11,7.0,0.0,857,6.75343791859778
Minivan,2020,2022-12-01,2022-12-31,20,12,0.0,1.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,21,12,1.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,22,12,1.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,24,12,0.0,1.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,25,12,3.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,26,12,2.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,27,12,1.0,1.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,28,12,4.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,29,12,5.0,1.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,30,12,7.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,31,12,3.0,1.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,32,12,2.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,33,12,3.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,34,12,5.0,0.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,35,12,1.0,1.0,814,6.70196036600254
Minivan,2020,2022-12-01,2022-12-31,36,12,5.0,0.0,814,6.70196036600254
Minivan,2020,2023-01-01,2023-01-31,22,01,0.0,2.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,23,01,1.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,24,01,0.0,2.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,25,01,2.0,2.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,26,01,1.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,27,01,2.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,28,01,8.0,1.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,30,01,8.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,31,01,4.0,2.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,32,01,4.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,33,01,4.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,34,01,4.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,35,01,2.0,0.0,772,6.648984550024776
Minivan,2020,2023-01-01,2023-01-31,36,01,16.0,0.0,772,6.648984550024776
Minivan,2020,2023-02-01,2023-02-28,22,02,0.0,3.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,23,02,1.0,0.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,25,02,2.0,1.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,26,02,4.0,0.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,28,02,3.0,1.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,29,02,5.0,1.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,30,02,3.0,0.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,31,02,4.0,2.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,32,02,5.0,1.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,33,02,2.0,0.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,35,02,2.0,0.0,714,6.570882962339584
Minivan,2020,2023-02-01,2023-02-28,36,02,10.0,0.0,714,6.570882962339584
Minivan,2020,2023-03-01,2023-03-31,23,03,1.0,1.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,25,03,1.0,0.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,26,03,2.0,0.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,27,03,7.0,2.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,29,03,6.0,1.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,30,03,4.0,0.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,31,03,4.0,1.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,32,03,4.0,0.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,33,03,6.0,1.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,34,03,1.0,0.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,35,03,2.0,0.0,677,6.517671272912275
Minivan,2020,2023-03-01,2023-03-31,36,03,9.0,0.0,677,6.517671272912275
Minivan,2020,2023-04-01,2023-04-30,23,04,0.0,1.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,26,04,2.0,1.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,27,04,3.0,1.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,28,04,4.0,0.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,29,04,7.0,0.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,30,04,3.0,1.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,31,04,7.0,0.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,32,04,3.0,1.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,33,04,2.0,0.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,34,04,2.0,1.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,35,04,2.0,0.0,630,6.4457198193855785
Minivan,2020,2023-04-01,2023-04-30,36,04,15.0,1.0,630,6.4457198193855785
Minivan,2020,2023-05-01,2023-05-31,22,05,6.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,23,05,8.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,24,05,18.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,25,05,33.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,26,05,48.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,27,05,44.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,28,05,41.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,29,05,63.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,30,05,75.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,31,05,54.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,32,05,38.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,33,05,42.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,34,05,43.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,35,05,36.0,0.0,579,6.361302477572996
Minivan,2020,2023-05-01,2023-05-31,36,05,32.0,0.0,579,6.361302477572996
Minivan,2021,2021-02-01,2021-02-28,1,02,0.0,1.0,109,4.6913478822291435
Minivan,2021,2021-03-01,2021-03-31,0,03,0.0,1.0,166,5.111987788356544
Minivan,2021,2021-03-01,2021-03-31,5,03,0.0,1.0,166,5.111987788356544
Minivan,2021,2021-04-01,2021-04-30,3,04,0.0,1.0,208,5.337538079701318
Minivan,2021,2021-05-01,2021-05-31,0,05,0.0,1.0,266,5.583496308781699
Minivan,2021,2021-06-01,2021-06-30,1,06,0.0,1.0,335,5.814130531825066
Minivan,2021,2021-06-01,2021-06-30,5,06,0.0,1.0,335,5.814130531825066
Minivan,2021,2021-07-01,2021-07-31,1,07,0.0,3.0,417,6.0330862217988015
Minivan,2021,2021-07-01,2021-07-31,4,07,0.0,1.0,417,6.0330862217988015
Minivan,2021,2021-07-01,2021-07-31,7,07,0.0,1.0,417,6.0330862217988015
Minivan,2021,2021-08-01,2021-08-31,1,08,0.0,1.0,509,6.2324480165505225
Minivan,2021,2021-08-01,2021-08-31,10,08,0.0,2.0,509,6.2324480165505225
Minivan,2021,2021-09-01,2021-09-30,5,09,0.0,1.0,592,6.3835066348840055
Minivan,2021,2021-09-01,2021-09-30,6,09,0.0,1.0,592,6.3835066348840055
Minivan,2021,2021-09-01,2021-09-30,7,09,0.0,1.0,592,6.3835066348840055
Minivan,2021,2021-09-01,2021-09-30,8,09,0.0,1.0,592,6.3835066348840055
Minivan,2021,2021-09-01,2021-09-30,10,09,0.0,2.0,592,6.3835066348840055
Minivan,2021,2021-10-01,2021-10-31,1,10,0.0,1.0,668,6.504288173536645
Minivan,2021,2021-10-01,2021-10-31,2,10,0.0,1.0,668,6.504288173536645
Minivan,2021,2021-10-01,2021-10-31,3,10,0.0,2.0,668,6.504288173536645
Minivan,2021,2021-10-01,2021-10-31,5,10,0.0,1.0,668,6.504288173536645
Minivan,2021,2021-10-01,2021-10-31,9,10,0.0,1.0,668,6.504288173536645
Minivan,2021,2021-10-01,2021-10-31,11,10,0.0,1.0,668,6.504288173536645
Minivan,2021,2021-11-01,2021-11-30,1,11,0.0,2.0,741,6.608000625296087
Minivan,2021,2021-11-01,2021-11-30,3,11,0.0,2.0,741,6.608000625296087
Minivan,2021,2021-11-01,2021-11-30,4,11,0.0,1.0,741,6.608000625296087
Minivan,2021,2021-11-01,2021-11-30,8,11,0.0,1.0,741,6.608000625296087
Minivan,2021,2021-11-01,2021-11-30,9,11,0.0,1.0,741,6.608000625296087
Minivan,2021,2021-11-01,2021-11-30,12,11,0.0,1.0,741,6.608000625296087
Minivan,2021,2021-12-01,2021-12-31,1,12,0.0,1.0,806,6.692083742506628
Minivan,2021,2021-12-01,2021-12-31,2,12,0.0,2.0,806,6.692083742506628
Minivan,2021,2021-12-01,2021-12-31,3,12,0.0,1.0,806,6.692083742506628
Minivan,2021,2021-12-01,2021-12-31,4,12,0.0,3.0,806,6.692083742506628
Minivan,2021,2021-12-01,2021-12-31,5,12,0.0,1.0,806,6.692083742506628
Minivan,2021,2021-12-01,2021-12-31,6,12,0.0,1.0,806,6.692083742506628
Minivan,2021,2021-12-01,2021-12-31,7,12,0.0,1.0,806,6.692083742506628
Minivan,2021,2022-01-01,2022-01-31,0,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,1,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,2,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,3,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,4,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,5,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,6,01,0.0,2.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,7,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,8,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-01-01,2022-01-31,11,01,0.0,1.0,854,6.74993119378857
Minivan,2021,2022-02-01,2022-02-28,5,02,0.0,2.0,901,6.803505257608338
Minivan,2021,2022-02-01,2022-02-28,7,02,0.0,2.0,901,6.803505257608338
Minivan,2021,2022-02-01,2022-02-28,8,02,0.0,1.0,901,6.803505257608338
Minivan,2021,2022-02-01,2022-02-28,12,02,0.0,1.0,901,6.803505257608338
Minivan,2021,2022-03-01,2022-03-31,0,03,0.0,1.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,1,03,0.0,2.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,2,03,0.0,2.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,4,03,0.0,1.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,5,03,0.0,1.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,6,03,0.0,1.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,7,03,0.0,1.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,8,03,0.0,1.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,11,03,0.0,2.0,949,6.855408798609928
Minivan,2021,2022-03-01,2022-03-31,12,03,0.0,2.0,949,6.855408798609928
Minivan,2021,2022-04-01,2022-04-30,4,04,0.0,1.0,975,6.882437470997847
Minivan,2021,2022-04-01,2022-04-30,5,04,0.0,1.0,975,6.882437470997847
Minivan,2021,2022-04-01,2022-04-30,8,04,0.0,2.0,975,6.882437470997847
Minivan,2021,2022-04-01,2022-04-30,9,04,0.0,1.0,975,6.882437470997847
Minivan,2021,2022-04-01,2022-04-30,10,04,0.0,1.0,975,6.882437470997847
Minivan,2021,2022-05-01,2022-05-31,3,05,0.0,1.0,991,6.898714534329988
Minivan,2021,2022-05-01,2022-05-31,11,05,0.0,1.0,991,6.898714534329988
Minivan,2021,2022-05-01,2022-05-31,12,05,0.0,1.0,991,6.898714534329988
Minivan,2021,2022-05-01,2022-05-31,14,05,0.0,1.0,991,6.898714534329988
Minivan,2021,2022-06-01,2022-06-30,2,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,3,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,5,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,7,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,9,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,10,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,11,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,12,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-06-01,2022-06-30,13,06,0.0,1.0,997,6.904750769961838
Minivan,2021,2022-07-01,2022-07-31,6,07,0.0,2.0,1000,6.907755278982137
Minivan,2021,2022-07-01,2022-07-31,9,07,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-07-01,2022-07-31,12,07,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-07-01,2022-07-31,13,07,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-07-01,2022-07-31,19,07,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,2,08,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,3,08,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,5,08,0.0,3.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,6,08,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,8,08,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,10,08,0.0,2.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,13,08,0.0,2.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,14,08,0.0,2.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,17,08,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-08-01,2022-08-31,20,08,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-09-01,2022-09-30,6,09,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-09-01,2022-09-30,10,09,0.0,2.0,1000,6.907755278982137
Minivan,2021,2022-09-01,2022-09-30,13,09,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-09-01,2022-09-30,14,09,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-09-01,2022-09-30,17,09,0.0,2.0,1000,6.907755278982137
Minivan,2021,2022-09-01,2022-09-30,20,09,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,5,10,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,10,10,0.0,2.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,11,10,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,13,10,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,16,10,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,18,10,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,21,10,0.0,1.0,1000,6.907755278982137
Minivan,2021,2022-10-01,2022-10-31,23,10,1.0,0.0,1000,6.907755278982137
Minivan,2021,2022-11-01,2022-11-30,8,11,0.0,3.0,999,6.906754778648554
Minivan,2021,2022-11-01,2022-11-30,9,11,0.0,1.0,999,6.906754778648554
Minivan,2021,2022-11-01,2022-11-30,17,11,0.0,1.0,999,6.906754778648554
Minivan,2021,2022-11-01,2022-11-30,24,11,1.0,0.0,999,6.906754778648554
Minivan,2021,2022-12-01,2022-12-31,12,12,0.0,1.0,998,6.905753276311464
Minivan,2021,2022-12-01,2022-12-31,14,12,0.0,1.0,998,6.905753276311464
Minivan,2021,2022-12-01,2022-12-31,15,12,0.0,1.0,998,6.905753276311464
Minivan,2021,2022-12-01,2022-12-31,16,12,0.0,1.0,998,6.905753276311464
Minivan,2021,2022-12-01,2022-12-31,22,12,1.0,0.0,998,6.905753276311464
Minivan,2021,2022-12-01,2022-12-31,23,12,0.0,1.0,998,6.905753276311464
Minivan,2021,2023-01-01,2023-01-31,9,01,0.0,1.0,997,6.904750769961838
Minivan,2021,2023-01-01,2023-01-31,11,01,0.0,1.0,997,6.904750769961838
Minivan,2021,2023-01-01,2023-01-31,14,01,0.0,2.0,997,6.904750769961838
Minivan,2021,2023-01-01,2023-01-31,17,01,0.0,2.0,997,6.904750769961838
Minivan,2021,2023-01-01,2023-01-31,18,01,0.0,3.0,997,6.904750769961838
Minivan,2021,2023-01-01,2023-01-31,20,01,0.0,1.0,997,6.904750769961838
Minivan,2021,2023-01-01,2023-01-31,27,01,1.0,0.0,997,6.904750769961838
Minivan,2021,2023-02-01,2023-02-28,9,02,0.0,1.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,13,02,0.0,1.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,15,02,0.0,2.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,16,02,0.0,2.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,17,02,0.0,1.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,21,02,0.0,1.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,22,02,0.0,1.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,23,02,0.0,1.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,25,02,1.0,1.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,26,02,1.0,0.0,996,6.903747257584598
Minivan,2021,2023-02-01,2023-02-28,27,02,1.0,0.0,996,6.903747257584598
Minivan,2021,2023-03-01,2023-03-31,13,03,0.0,2.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,14,03,0.0,1.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,15,03,0.0,1.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,18,03,0.0,3.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,20,03,0.0,2.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,21,03,0.0,1.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,22,03,0.0,1.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,23,03,2.0,0.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,24,03,2.0,0.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,25,03,1.0,0.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,26,03,3.0,0.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,27,03,2.0,1.0,992,6.899723107284872
Minivan,2021,2023-03-01,2023-03-31,29,03,1.0,0.0,992,6.899723107284872
Minivan,2021,2023-04-01,2023-04-30,10,04,0.0,1.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,13,04,0.0,1.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,15,04,0.0,1.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,16,04,0.0,1.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,20,04,0.0,1.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,21,04,0.0,2.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,22,04,1.0,1.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,23,04,1.0,0.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,24,04,1.0,0.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,25,04,1.0,0.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,26,04,2.0,0.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,28,04,2.0,0.0,982,6.889591308354466
Minivan,2021,2023-04-01,2023-04-30,29,04,1.0,0.0,982,6.889591308354466
Minivan,2021,2023-05-01,2023-05-31,10,05,3.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,11,05,6.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,12,05,16.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,13,05,26.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,14,05,44.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,15,05,48.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,16,05,49.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,17,05,66.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,18,05,73.0,2.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,19,05,73.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,20,05,86.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,21,05,91.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,22,05,81.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,23,05,71.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,24,05,56.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,25,05,38.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,26,05,51.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,27,05,32.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,28,05,28.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,29,05,17.0,1.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,30,05,10.0,0.0,973,6.880384082186005
Minivan,2021,2023-05-01,2023-05-31,31,05,8.0,0.0,973,6.880384082186005
Sedan,2019,2019-02-01,2019-02-28,1,02,0.0,1.0,110,4.700480365792417
Sedan,2019,2019-03-01,2019-03-31,0,03,0.0,1.0,163,5.093750200806762
Sedan,2019,2019-04-01,2019-04-30,2,04,0.0,1.0,216,5.375278407684165
